id,CON_DS2U,CON_H9,CON_IMR,DS_2DS3,DS_DSP
MIR1302-2HG,8.0,1.0,13.0,4.0,2.0
FAM138A,0.0,0.0,0.0,0.0,0.0
OR4F5,0.0,0.0,0.0,0.0,0.0
AL627309.1,34.0,56.0,44.0,67.0,40.0
AL627309.3,0.0,0.0,0.0,0.0,0.0
AL627309.2,0.0,0.0,0.0,0.0,0.0
AL627309.5,108.0,231.0,209.0,160.0,105.0
AL627309.4,0.0,1.0,1.0,0.0,1.0
AP006222.2,7.0,10.0,10.0,1.0,0.0
AL732372.1,0.0,0.0,0.0,0.0,0.0
OR4F29,0.0,0.0,0.0,0.0,0.0
AC114498.1,3.0,3.0,2.0,4.0,2.0
OR4F16,0.0,0.0,0.0,0.0,0.0
AL669831.2,2.0,1.0,0.0,0.0,1.0
LINC01409,1200.0,1538.0,1218.0,1567.0,1045.0
FAM87B,1.0,3.0,2.0,0.0,5.0
LINC01128,1084.0,1122.0,1034.0,1386.0,936.0
LINC00115,174.0,197.0,178.0,149.0,109.0
FAM41C,40.0,40.0,30.0,8.0,38.0
AL645608.6,577.0,290.0,479.0,747.0,409.0
AL645608.2,394.0,262.0,359.0,544.0,299.0
AL645608.4,60.0,42.0,47.0,58.0,31.0
LINC02593,6.0,12.0,7.0,13.0,3.0
SAMD11,75.0,114.0,138.0,59.0,52.0
NOC2L,3377.0,2834.0,3677.0,3192.0,3217.0
KLHL17,439.0,309.0,503.0,358.0,350.0
PLEKHN1,5.0,7.0,4.0,14.0,16.0
PERM1,0.0,1.0,1.0,1.0,1.0
AL645608.7,689.0,348.0,577.0,264.0,341.0
HES4,24303.0,13169.0,23402.0,9429.0,11320.0
ISG15,1655.0,1300.0,1829.0,949.0,1245.0
AL645608.1,24.0,30.0,22.0,29.0,32.0
AGRN,1893.0,1486.0,1712.0,1477.0,1331.0
AL645608.5,0.0,1.0,0.0,0.0,0.0
AL645608.8,0.0,0.0,0.0,0.0,0.0
RNF223,1.0,1.0,2.0,0.0,3.0
C1orf159,2704.0,2086.0,2478.0,2567.0,3025.0
AL390719.3,486.0,316.0,489.0,447.0,504.0
LINC01342,14.0,18.0,1.0,19.0,15.0
AL390719.2,0.0,0.0,0.0,1.0,1.0
TTLL10-AS1,1.0,3.0,2.0,1.0,0.0
TTLL10,14.0,9.0,51.0,4.0,7.0
TNFRSF18,1.0,3.0,6.0,4.0,0.0
TNFRSF4,2.0,4.0,2.0,5.0,0.0
SDF4,3017.0,2704.0,2927.0,2650.0,2307.0
B3GALT6,2463.0,2117.0,2030.0,1637.0,2446.0
C1QTNF12,112.0,297.0,193.0,186.0,49.0
AL162741.1,10.0,7.0,7.0,10.0,6.0
UBE2J2,4762.0,4451.0,4473.0,4030.0,4082.0
LINC01786,229.0,156.0,191.0,231.0,248.0
SCNN1D,101.0,102.0,107.0,109.0,122.0
ACAP3,2976.0,2695.0,3712.0,3013.0,3202.0
PUSL1,861.0,1106.0,964.0,736.0,545.0
INTS11,3635.0,2739.0,3952.0,3404.0,3741.0
AL139287.1,0.0,3.0,0.0,1.0,0.0
CPTP,1058.0,1018.0,727.0,915.0,1199.0
TAS1R3,26.0,28.0,19.0,46.0,58.0
DVL1,688.0,891.0,657.0,613.0,756.0
MXRA8,43.0,63.0,57.0,68.0,25.0
AURKAIP1,9984.0,10934.0,9782.0,7501.0,8842.0
CCNL2,3632.0,3543.0,4230.0,4018.0,3668.0
MRPL20-AS1,1021.0,1081.0,867.0,672.0,921.0
MRPL20,8200.0,7839.0,8155.0,5405.0,8426.0
AL391244.2,110.0,110.0,93.0,122.0,69.0
ANKRD65,20.0,24.0,31.0,12.0,8.0
AL391244.1,0.0,0.0,0.0,0.0,0.0
TMEM88B,0.0,1.0,0.0,1.0,1.0
LINC01770,1.0,2.0,4.0,0.0,0.0
VWA1,538.0,411.0,393.0,326.0,194.0
ATAD3C,53.0,83.0,60.0,193.0,39.0
ATAD3B,1026.0,1080.0,1210.0,1229.0,1103.0
ATAD3A,1731.0,1365.0,1843.0,1284.0,1333.0
TMEM240,1544.0,1427.0,1280.0,1572.0,1680.0
SSU72,9658.0,9065.0,10701.0,7285.0,8596.0
AL645728.1,174.0,296.0,278.0,281.0,179.0
FNDC10,849.0,512.0,564.0,438.0,554.0
AL691432.4,55.0,64.0,15.0,49.0,39.0
AL691432.2,1791.0,1296.0,1561.0,1263.0,1581.0
MIB2,1818.0,1726.0,2084.0,1879.0,1491.0
MMP23B,64.0,78.0,142.0,81.0,156.0
CDK11B,2793.0,2961.0,2895.0,2559.0,2722.0
FO704657.1,33.0,56.0,32.0,22.0,47.0
SLC35E2B,2239.0,2372.0,3201.0,3079.0,3739.0
CDK11A,2270.0,2200.0,1449.0,3726.0,1970.0
SLC35E2A,3475.0,3785.0,1211.0,3983.0,3801.0
NADK,1429.0,968.0,1298.0,942.0,1100.0
GNB1,29289.0,27755.0,29739.0,27955.0,33286.0
AL109917.1,54.0,80.0,31.0,20.0,85.0
CALML6,0.0,3.0,2.0,2.0,2.0
TMEM52,165.0,119.0,121.0,66.0,71.0
CFAP74,44.0,36.0,55.0,18.0,37.0
AL391845.2,2.0,3.0,0.0,6.0,9.0
GABRD,16.0,47.0,19.0,80.0,104.0
AL391845.1,0.0,1.0,1.0,0.0,0.0
PRKCZ,1716.0,1607.0,1610.0,2281.0,2346.0
AL590822.2,48.0,54.0,56.0,72.0,78.0
PRKCZ-AS1,176.0,170.0,182.0,134.0,143.0
FAAP20,6119.0,3894.0,5324.0,3181.0,6140.0
AL590822.1,66.0,82.0,113.0,94.0,73.0
SKI,2352.0,3044.0,2911.0,2560.0,2576.0
AL590822.3,25.0,39.0,26.0,18.0,32.0
MORN1,1279.0,1056.0,1245.0,844.0,1026.0
AL589739.1,5.0,2.0,2.0,1.0,5.0
AL513477.2,84.0,85.0,63.0,102.0,85.0
RER1,3564.0,3433.0,4090.0,2755.0,3403.0
PEX10,2389.0,2459.0,2352.0,1741.0,2128.0
PLCH2,310.0,325.0,253.0,272.0,197.0
AL139246.1,11.0,5.0,8.0,5.0,9.0
AL139246.4,0.0,0.0,0.0,1.0,2.0
PANK4,1012.0,496.0,984.0,1027.0,733.0
HES5,37044.0,39339.0,28977.0,11407.0,60049.0
AL139246.5,3785.0,2936.0,2384.0,739.0,4850.0
TNFRSF14-AS1,0.0,3.0,3.0,0.0,2.0
TNFRSF14,28.0,6.0,6.0,9.0,41.0
AL139246.3,1.0,3.0,2.0,0.0,0.0
PRXL2B,1007.0,947.0,790.0,526.0,1016.0
MMEL1,58.0,91.0,67.0,0.0,23.0
AL831784.1,9.0,21.0,14.0,0.0,4.0
TTC34,140.0,157.0,84.0,0.0,62.0
AC242022.2,2.0,3.0,1.0,0.0,2.0
AC242022.1,0.0,0.0,1.0,0.0,0.0
AL592464.2,0.0,0.0,0.0,0.0,0.0
AL592464.3,0.0,0.0,0.0,0.0,0.0
AL592464.1,0.0,0.0,0.0,0.0,0.0
AL589702.1,0.0,0.0,0.0,0.0,0.0
ACTRT2,1.0,2.0,0.0,0.0,0.0
PRDM16-DT,958.0,1080.0,587.0,423.0,767.0
PRDM16,4864.0,5023.0,4426.0,2856.0,4027.0
AL008733.1,0.0,0.0,1.0,0.0,0.0
AL590438.1,4.0,5.0,3.0,5.0,6.0
AL354743.2,5.0,17.0,4.0,5.0,8.0
AL354743.1,1.0,6.0,1.0,0.0,5.0
ARHGEF16,60.0,28.0,47.0,24.0,26.0
AL512413.1,0.0,2.0,1.0,0.0,1.0
MEGF6,584.0,448.0,557.0,328.0,281.0
AL513320.1,41.0,48.0,30.0,50.0,37.0
TPRG1L,826.0,856.0,984.0,1030.0,629.0
WRAP73,1396.0,974.0,1496.0,1167.0,1113.0
TP73,120.0,62.0,172.0,15.0,24.0
AL136528.1,3.0,6.0,12.0,0.0,0.0
AL136528.2,0.0,0.0,0.0,1.0,0.0
CCDC27,9.0,17.0,13.0,9.0,11.0
SMIM1,144.0,115.0,152.0,64.0,60.0
LRRC47,3479.0,2704.0,3151.0,3520.0,3200.0
AL365330.1,1.0,4.0,0.0,0.0,2.0
CEP104,2171.0,2345.0,2000.0,3226.0,2487.0
DFFB,551.0,592.0,618.0,690.0,680.0
C1orf174,1917.0,1262.0,1932.0,1554.0,1250.0
LINC01134,25.0,15.0,30.0,16.0,12.0
LINC01346,1.0,0.0,1.0,1.0,0.0
LINC01345,0.0,0.0,0.0,0.0,0.0
LINC02780,3.0,2.0,1.0,1.0,1.0
AL805961.1,0.0,1.0,1.0,0.0,0.0
LINC01777,0.0,1.0,0.0,1.0,0.0
AL355602.1,0.0,0.0,0.0,0.0,0.0
Z98747.1,0.0,0.0,0.0,0.0,0.0
LINC01646,7.0,27.0,0.0,93.0,4.0
AJAP1,468.0,1218.0,11.0,2286.0,393.0
Z98886.1,4.0,4.0,3.0,4.0,1.0
BX005132.1,0.0,0.0,0.0,0.0,0.0
LINC02781,0.0,1.0,0.0,1.0,0.0
LINC02782,0.0,0.0,0.0,0.0,0.0
AL139823.1,0.0,0.0,1.0,1.0,1.0
Z98259.3,0.0,0.0,0.0,1.0,2.0
Z98259.2,0.0,0.0,0.0,0.0,0.0
Z98259.1,0.0,0.0,0.0,1.0,0.0
AL365255.1,55.0,105.0,67.0,124.0,57.0
NPHP4,2030.0,2014.0,2064.0,2342.0,1937.0
KCNAB2,1064.0,1086.0,1016.0,1360.0,1037.0
CHD5,1193.0,1137.0,1062.0,1656.0,1273.0
RPL22,65359.0,70000.0,75414.0,57468.0,52228.0
AL031847.1,10.0,5.0,4.0,3.0,3.0
RNF207,161.0,146.0,109.0,178.0,101.0
ICMT,1224.0,847.0,944.0,706.0,992.0
LINC00337,7.0,11.0,5.0,7.0,4.0
HES3,0.0,1.0,0.0,0.0,3.0
GPR153,1662.0,1877.0,1998.0,1837.0,2372.0
ACOT7,6325.0,4960.0,5627.0,5057.0,6823.0
AL031848.2,56.0,60.0,43.0,40.0,43.0
HES2,11.0,13.0,9.0,7.0,3.0
ESPN,87.0,111.0,109.0,113.0,11.0
AL031848.1,0.0,0.0,1.0,0.0,0.0
TNFRSF25,686.0,585.0,703.0,716.0,492.0
PLEKHG5,1311.0,1210.0,999.0,1156.0,952.0
NOL9,2925.0,2532.0,2976.0,2849.0,3126.0
TAS1R1,25.0,58.0,48.0,132.0,14.0
ZBTB48,1290.0,1257.0,1343.0,1333.0,1246.0
KLHL21,686.0,912.0,709.0,1044.0,965.0
PHF13,647.0,595.0,556.0,575.0,499.0
THAP3,1838.0,1430.0,1958.0,2052.0,1536.0
DNAJC11,4218.0,3488.0,3836.0,3892.0,3967.0
LINC01672,0.0,0.0,0.0,0.0,0.0
AL591163.1,3.0,2.0,1.0,3.0,3.0
CAMTA1-DT,225.0,220.0,147.0,176.0,190.0
CAMTA1,33026.0,34887.0,30907.0,39645.0,39330.0
AL512330.1,377.0,356.0,538.0,956.0,511.0
CAMTA1-IT1,10.0,10.0,8.0,23.0,22.0
Z97987.1,80.0,132.0,125.0,126.0,67.0
AL365194.1,1.0,0.0,0.0,2.0,0.0
AL359881.3,101.0,113.0,71.0,72.0,58.0
AL359881.2,21.0,35.0,6.0,14.0,32.0
AL359881.1,38.0,38.0,21.0,30.0,45.0
VAMP3,986.0,899.0,1134.0,1005.0,796.0
Z98884.2,1.0,4.0,5.0,9.0,9.0
PER3,1568.0,1445.0,1325.0,1782.0,1037.0
Z98884.1,32.0,23.0,37.0,43.0,30.0
UTS2,7.0,15.0,5.0,14.0,14.0
TNFRSF9,18.0,6.0,4.0,6.0,4.0
PARK7,23236.0,21754.0,22751.0,17561.0,21898.0
AL034417.4,69.0,75.0,88.0,110.0,94.0
AL034417.3,34.0,74.0,71.0,121.0,61.0
ERRFI1,1187.0,1417.0,1760.0,2114.0,1048.0
AL034417.2,339.0,345.0,361.0,371.0,313.0
LINC01714,1.0,0.0,2.0,1.0,1.0
AL358876.2,0.0,0.0,0.0,0.0,0.0
SLC45A1,619.0,592.0,670.0,726.0,637.0
RERE,52823.0,46882.0,60850.0,56045.0,68867.0
RERE-AS1,629.0,528.0,714.0,611.0,638.0
AL357552.2,4.0,3.0,3.0,7.0,9.0
ENO1,58320.0,37203.0,64248.0,37473.0,23837.0
ENO1-AS1,51.0,49.0,34.0,33.0,52.0
CA6,4.0,5.0,4.0,2.0,3.0
SLC2A7,0.0,2.0,2.0,2.0,1.0
SLC2A5,20.0,5.0,9.0,14.0,14.0
GPR157,83.0,116.0,117.0,45.0,54.0
MIR34AHG,767.0,926.0,952.0,636.0,366.0
LNCTAM34A,325.0,476.0,375.0,210.0,172.0
H6PD,1091.0,890.0,1049.0,633.0,1079.0
SPSB1,159.0,119.0,178.0,66.0,102.0
BX323043.1,9.0,9.0,12.0,5.0,7.0
LINC02606,73.0,62.0,110.0,36.0,55.0
AL928921.1,0.0,0.0,0.0,0.0,0.0
SLC25A33,3403.0,3094.0,3058.0,2508.0,3375.0
TMEM201,528.0,505.0,465.0,350.0,513.0
PIK3CD,262.0,257.0,296.0,302.0,180.0
PIK3CD-AS1,1.0,0.0,0.0,0.0,0.0
PIK3CD-AS2,101.0,94.0,170.0,76.0,23.0
CLSTN1,7063.0,5888.0,6518.0,6577.0,5999.0
CTNNBIP1,3196.0,2826.0,3337.0,2150.0,3324.0
AL357140.1,0.0,1.0,1.0,0.0,0.0
AL357140.4,36.0,38.0,53.0,41.0,44.0
LZIC,5234.0,4907.0,5916.0,5043.0,4898.0
AL357140.2,6.0,5.0,3.0,6.0,8.0
NMNAT1,729.0,696.0,1024.0,805.0,717.0
AL603962.1,0.0,0.0,0.0,0.0,0.0
RBP7,15.0,24.0,29.0,7.0,13.0
UBE4B,8361.0,6462.0,8314.0,8743.0,9213.0
KIF1B,36856.0,33732.0,39071.0,39465.0,39917.0
AL139424.3,370.0,396.0,525.0,342.0,296.0
AL139424.2,238.0,222.0,228.0,147.0,173.0
PGD,7434.0,5418.0,7223.0,5089.0,7606.0
AL139424.1,5.0,8.0,7.0,0.0,16.0
CENPS,1360.0,1076.0,1203.0,1088.0,1209.0
CORT,400.0,273.0,267.0,145.0,367.0
DFFA,3013.0,2768.0,3523.0,2826.0,2869.0
AL354956.1,8.0,4.0,5.0,2.0,4.0
PEX14,3905.0,3215.0,3989.0,3362.0,3901.0
AL139423.2,4.0,5.0,9.0,1.0,5.0
CASZ1,851.0,496.0,1229.0,453.0,312.0
AL139423.1,17.0,30.0,49.0,19.0,8.0
C1orf127,5.0,2.0,25.0,6.0,1.0
TARDBP,5226.0,3946.0,5132.0,4642.0,4584.0
MASP2,363.0,102.0,268.0,138.0,112.0
AL109811.2,978.0,668.0,981.0,803.0,909.0
SRM,8302.0,6939.0,7900.0,5498.0,8087.0
EXOSC10,2634.0,2246.0,2455.0,2242.0,2821.0
AL109811.1,432.0,454.0,408.0,473.0,518.0
EXOSC10-AS1,34.0,38.0,21.0,17.0,41.0
MTOR,4403.0,4455.0,4257.0,4616.0,4758.0
MTOR-AS1,30.0,48.0,34.0,22.0,36.0
ANGPTL7,85.0,123.0,102.0,81.0,101.0
UBIAD1,1495.0,1259.0,1587.0,1831.0,1579.0
AL031291.1,49.0,66.0,54.0,93.0,70.0
DISP3,1486.0,2171.0,1318.0,2279.0,2182.0
AL590989.1,0.0,4.0,3.0,3.0,1.0
LINC01647,1.0,0.0,6.0,4.0,2.0
AL031731.1,13.0,32.0,25.0,58.0,41.0
FBXO2,270.0,175.0,191.0,234.0,549.0
FBXO44,1326.0,1141.0,1370.0,1984.0,1670.0
FBXO6,507.0,438.0,458.0,605.0,499.0
MAD2L2,5742.0,3312.0,4414.0,3731.0,4759.0
DRAXIN,3777.0,3091.0,3832.0,5587.0,4971.0
AGTRAP,1079.0,455.0,758.0,194.0,256.0
C1orf167,7.0,20.0,21.0,16.0,3.0
AL953897.1,0.0,0.0,0.0,0.0,0.0
MTHFR,1553.0,1627.0,1938.0,2189.0,1999.0
CLCN6,2930.0,2910.0,2957.0,3999.0,3348.0
NPPA,180.0,145.0,224.0,232.0,70.0
NPPB,4.0,9.0,19.0,9.0,6.0
AL021155.5,159.0,156.0,208.0,135.0,113.0
KIAA2013,1578.0,1384.0,1457.0,1695.0,1286.0
PLOD1,796.0,473.0,854.0,479.0,666.0
AL096840.2,17.0,20.0,20.0,31.0,17.0
MFN2,1727.0,1769.0,1838.0,1870.0,1819.0
MIIP,2471.0,1755.0,2084.0,1986.0,1767.0
TNFRSF8,6.0,12.0,10.0,8.0,2.0
AL357835.1,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,4.0,21.0,11.0,7.0,2.0
VPS13D,5898.0,6341.0,5445.0,6379.0,6724.0
LINC02766,0.0,0.0,0.0,0.0,0.0
DHRS3,1014.0,350.0,418.0,624.0,702.0
AC254633.1,2.0,3.0,3.0,1.0,2.0
AADACL4,2.0,0.0,0.0,0.0,0.0
AADACL3,1.0,0.0,0.0,0.0,0.0
C1orf158,22.0,3.0,5.0,0.0,1.0
PRAMEF12,0.0,0.0,0.0,0.0,0.0
PRAMEF1,0.0,0.0,0.0,0.0,0.0
LINC01784,0.0,0.0,0.0,0.0,0.0
PRAMEF11,0.0,0.0,0.0,0.0,0.0
HNRNPCL1,0.0,0.0,0.0,0.0,0.0
PRAMEF2,0.0,0.0,0.0,0.0,0.0
PRAMEF4,0.0,0.0,1.0,0.0,0.0
PRAMEF10,0.0,0.0,0.0,1.0,0.0
PRAMEF7,0.0,0.0,0.0,0.0,0.0
PRAMEF6,0.0,0.0,0.0,0.0,0.0
PRAMEF27,0.0,0.0,0.0,0.0,0.0
HNRNPCL3,0.0,0.0,0.0,0.0,0.0
PRAMEF25,0.0,0.0,0.0,0.0,0.0
HNRNPCL2,0.0,0.0,0.0,0.0,0.0
AC245056.1,0.0,0.0,0.0,0.0,0.0
PRAMEF26,0.0,0.0,0.0,0.0,0.0
HNRNPCL4,0.0,0.0,0.0,0.0,0.0
PRAMEF9,0.0,0.0,0.0,0.0,0.0
PRAMEF13,0.0,0.0,0.0,0.0,0.0
PRAMEF18,0.0,0.0,0.0,0.0,0.0
PRAMEF5,0.0,0.0,0.0,0.0,0.0
PRAMEF8,0.0,0.0,0.0,0.0,0.0
PRAMEF33,0.0,0.0,0.0,0.0,0.0
PRAMEF15,0.0,1.0,0.0,0.0,0.0
AC243961.1,0.0,0.0,0.0,0.0,0.0
PRAMEF14,0.0,0.0,0.0,0.0,0.0
PRAMEF19,0.0,0.0,0.0,0.0,0.0
PRAMEF17,0.0,0.0,0.0,0.0,0.0
PRAMEF20,0.0,0.0,0.0,0.0,0.0
LRRC38,2.0,1.0,2.0,11.0,2.0
AL354712.1,0.0,0.0,0.0,0.0,0.0
PDPN,1558.0,1211.0,933.0,953.0,2004.0
AL359771.1,4.0,3.0,1.0,7.0,1.0
PRDM2,7062.0,7434.0,7082.0,7780.0,7447.0
KAZN,45843.0,42374.0,41575.0,50851.0,49201.0
AL357873.1,463.0,921.0,698.0,869.0,387.0
KAZN-AS1,236.0,422.0,361.0,453.0,223.0
AL031293.1,502.0,699.0,747.0,737.0,782.0
TMEM51-AS1,128.0,135.0,82.0,156.0,90.0
TMEM51,452.0,240.0,246.0,261.0,222.0
C1orf195,38.0,16.0,21.0,20.0,16.0
FHAD1,397.0,387.0,392.0,422.0,163.0
AL031283.2,29.0,49.0,34.0,46.0,16.0
AL031283.3,0.0,0.0,0.0,0.0,0.0
AL031283.1,5.0,29.0,11.0,19.0,14.0
EFHD2,1218.0,949.0,902.0,703.0,821.0
CTRC,17.0,27.0,20.0,24.0,19.0
CELA2A,15.0,34.0,22.0,44.0,5.0
CELA2B,113.0,179.0,164.0,188.0,104.0
CASP9,699.0,698.0,818.0,680.0,609.0
DNAJC16,1532.0,1416.0,1700.0,1948.0,1719.0
AL121992.3,2.0,0.0,3.0,3.0,1.0
AGMAT,76.0,139.0,134.0,84.0,63.0
AL121992.1,51.0,38.0,52.0,65.0,55.0
DDI2,1278.0,1364.0,1409.0,1578.0,1283.0
RSC1A1,0.0,0.0,0.0,0.0,0.0
AL121992.2,6.0,6.0,4.0,2.0,5.0
PLEKHM2,3171.0,3213.0,3245.0,3147.0,3079.0
AL450998.3,68.0,93.0,102.0,76.0,64.0
SLC25A34,123.0,116.0,113.0,147.0,163.0
SLC25A34-AS1,17.0,38.0,16.0,12.0,12.0
TMEM82,4.0,5.0,4.0,9.0,3.0
FBLIM1,1429.0,2036.0,2321.0,1827.0,2758.0
UQCRHL,403.0,511.0,456.0,205.0,277.0
AL450998.2,1666.0,2267.0,1846.0,1653.0,1712.0
SPEN,9153.0,8638.0,8836.0,9234.0,9881.0
ZBTB17,2972.0,2688.0,2830.0,3045.0,3229.0
SRARP,0.0,2.0,2.0,1.0,1.0
AL355994.3,0.0,0.0,0.0,0.0,0.0
HSPB7,0.0,0.0,0.0,0.0,0.0
CLCNKA,4.0,2.0,2.0,1.0,0.0
CLCNKB,2.0,7.0,10.0,6.0,0.0
FAM131C,191.0,278.0,375.0,102.0,121.0
EPHA2,403.0,476.0,671.0,247.0,144.0
AL451042.2,2.0,2.0,3.0,0.0,0.0
AL451042.1,8.0,10.0,9.0,5.0,3.0
ARHGEF19-AS1,0.0,0.0,0.0,0.0,0.0
ARHGEF19,138.0,141.0,177.0,114.0,125.0
AL109627.1,88.0,83.0,93.0,73.0,64.0
CPLANE2,73.0,81.0,72.0,81.0,44.0
FBXO42,6482.0,6089.0,7359.0,8830.0,7611.0
SZRD1,3426.0,2850.0,3377.0,2645.0,3081.0
SPATA21,542.0,721.0,701.0,608.0,557.0
NECAP2,1972.0,1968.0,1919.0,1811.0,1701.0
LINC01772,260.0,297.0,312.0,261.0,281.0
AL137802.2,436.0,633.0,368.0,663.0,599.0
AL137802.1,6.0,9.0,5.0,11.0,4.0
LINC01783,7.0,8.0,3.0,32.0,8.0
NBPF1,1336.0,1804.0,1813.0,2331.0,1889.0
AL137798.1,0.0,1.0,1.0,2.0,4.0
AL137798.2,5.0,6.0,6.0,2.0,5.0
AL021920.1,0.0,0.0,0.0,0.0,0.0
AL021920.3,3.0,7.0,6.0,5.0,5.0
CROCC,3768.0,2334.0,3945.0,4381.0,2187.0
BX284668.1,0.0,0.0,0.0,0.0,0.0
BX284668.2,16.0,1.0,3.0,31.0,3.0
BX284668.5,158.0,141.0,115.0,85.0,29.0
BX284668.6,214.0,81.0,248.0,190.0,86.0
MFAP2,1434.0,621.0,1754.0,725.0,566.0
AL049569.2,0.0,0.0,1.0,0.0,0.0
AL049569.1,867.0,932.0,1006.0,1161.0,771.0
ATP13A2,3547.0,2758.0,3368.0,3572.0,3270.0
SDHB,5831.0,4470.0,5474.0,5168.0,5136.0
PADI2,6.0,18.0,29.0,32.0,27.0
LINC02783,0.0,0.0,0.0,0.0,1.0
AL590644.1,0.0,0.0,0.0,0.0,0.0
PADI1,1.0,1.0,1.0,3.0,4.0
PADI3,0.0,2.0,4.0,1.0,5.0
PADI4,10.0,10.0,65.0,11.0,11.0
PADI6,0.0,3.0,4.0,0.0,1.0
RCC2-AS1,0.0,0.0,0.0,0.0,0.0
RCC2,3047.0,2506.0,2858.0,2175.0,2770.0
ARHGEF10L,2612.0,2421.0,2749.0,2070.0,3195.0
LINC02810,4.0,8.0,10.0,8.0,8.0
ACTL8,0.0,2.0,2.0,0.0,0.0
AL357509.1,4.0,1.0,2.0,2.0,0.0
LINC01654,0.0,1.0,0.0,10.0,2.0
IGSF21,3046.0,1970.0,2666.0,2233.0,1129.0
IGSF21-AS1,10.0,11.0,15.0,15.0,5.0
AL591896.1,21.0,16.0,19.0,15.0,10.0
KLHDC7A,2.0,3.0,2.0,1.0,1.0
PAX7,179.0,18.0,80.0,46.0,14.0
TAS1R2,3.0,1.0,0.0,2.0,0.0
ALDH4A1,320.0,267.0,360.0,202.0,349.0
IFFO2,323.0,613.0,450.0,492.0,344.0
AL137127.1,32.0,22.0,27.0,15.0,28.0
UBR4,3680.0,4264.0,3946.0,3783.0,4145.0
EMC1-AS1,2081.0,2426.0,2267.0,2176.0,2062.0
EMC1,1349.0,1305.0,1368.0,1301.0,1416.0
MRTO4,3636.0,3272.0,3347.0,2234.0,2882.0
AKR7A3,38.0,42.0,50.0,36.0,43.0
AKR7A2,6028.0,4844.0,5295.0,4192.0,4219.0
SLC66A1,796.0,689.0,721.0,694.0,748.0
CAPZB,14963.0,15009.0,15457.0,11786.0,17319.0
MICOS10,7885.0,8382.0,8528.0,4728.0,8661.0
AL031727.2,4.0,10.0,9.0,12.0,8.0
NBL1,444.0,779.0,522.0,734.0,932.0
HTR6,1.0,9.0,6.0,4.0,10.0
TMCO4,11.0,25.0,19.0,32.0,23.0
RNF186,0.0,0.0,0.0,0.0,0.0
AL391883.1,0.0,0.0,0.0,0.0,1.0
OTUD3,1370.0,1707.0,1428.0,1555.0,1326.0
PLA2G2E,1.0,0.0,0.0,1.0,0.0
PLA2G2A,0.0,0.0,0.0,1.0,0.0
PLA2G5,2.0,3.0,2.0,4.0,0.0
PLA2G2D,1.0,1.0,3.0,0.0,2.0
PLA2G2F,0.0,1.0,0.0,0.0,0.0
Z98257.1,0.0,0.0,0.0,0.0,0.0
PLA2G2C,6.0,5.0,4.0,0.0,3.0
UBXN10-AS1,27.0,48.0,32.0,9.0,42.0
UBXN10,33.0,35.0,19.0,12.0,13.0
LINC01757,0.0,0.0,1.0,0.0,0.0
Z98257.2,0.0,1.0,1.0,0.0,0.0
VWA5B1,146.0,85.0,189.0,48.0,153.0
AL020998.1,25.0,14.0,18.0,9.0,18.0
LINC01141,77.0,44.0,49.0,54.0,47.0
AL139254.1,0.0,0.0,0.0,0.0,0.0
AL139254.2,0.0,0.0,0.0,1.0,0.0
AL139254.3,0.0,1.0,0.0,1.0,0.0
CAMK2N1,26036.0,30059.0,24357.0,30777.0,20124.0
MUL1,1153.0,875.0,1133.0,1047.0,891.0
FAM43B,140.0,218.0,218.0,421.0,222.0
CDA,14.0,6.0,4.0,3.0,5.0
PINK1,2295.0,2552.0,2322.0,2229.0,2419.0
PINK1-AS,374.0,392.0,310.0,259.0,370.0
DDOST,5453.0,4910.0,4971.0,3601.0,4308.0
KIF17,442.0,241.0,494.0,431.0,267.0
SH2D5,116.0,104.0,162.0,175.0,83.0
AL663074.1,2.0,1.0,0.0,0.0,1.0
HP1BP3,16438.0,17363.0,16296.0,14721.0,20537.0
EIF4G3,33777.0,32762.0,38532.0,32745.0,47463.0
AL031005.2,9.0,7.0,7.0,13.0,16.0
ECE1,858.0,1050.0,992.0,890.0,1396.0
AL031005.1,1.0,1.0,3.0,0.0,1.0
AL031728.1,3.0,5.0,5.0,6.0,6.0
AL592309.2,0.0,0.0,0.0,0.0,0.0
NBPF3,363.0,1310.0,530.0,725.0,614.0
ALPL,158.0,407.0,291.0,531.0,440.0
LINC02596,8.0,28.0,11.0,27.0,17.0
RAP1GAP,573.0,790.0,1410.0,1969.0,1154.0
USP48,6131.0,5828.0,6283.0,7383.0,6559.0
LDLRAD2,11.0,35.0,28.0,25.0,4.0
HSPG2,537.0,369.0,503.0,220.0,286.0
CELA3B,3.0,6.0,0.0,8.0,4.0
CELA3A,2.0,2.0,4.0,3.0,5.0
LINC01635,6.0,3.0,10.0,2.0,3.0
LINC00339,567.0,364.0,304.0,352.0,320.0
CDC42,18182.0,16292.0,21888.0,18074.0,22846.0
CDC42-AS1,108.0,139.0,138.0,146.0,163.0
CDC42-IT1,68.0,88.0,72.0,117.0,107.0
WNT4,228.0,389.0,343.0,357.0,336.0
AL445253.1,22.0,36.0,34.0,21.0,38.0
ZBTB40,1030.0,988.0,1273.0,1010.0,1278.0
ZBTB40-IT1,0.0,0.0,0.0,0.0,0.0
EPHA8,112.0,188.0,179.0,232.0,162.0
C1QA,0.0,3.0,1.0,0.0,0.0
