TF,target,importance,TF_Type,TF_Expression,Target_Type,Target_Expression
PRDX5,UCHL1,139.4930726896923,GeneralTF,-0.0233259637836549,NeuroDev,0.226909206260319
OTP,SIM1,125.82262515759264,NeuroDev,-1.27847095382798,NeuroDisease,Not Known
UBB,HSP90AA1,124.57672495177664,NeuroDev,-0.092916327120486,NeuroDev,-0.113657493994707
SIM1,OTP,123.14480736417804,NeuroDisease,Not Known,NeuroDev,-1.27847095382798
UBB,HSPB1,106.49279488767048,NeuroDev,-0.092916327120486,None,-0.2700574510317
PRDX5,TUBA1A,101.83146273755476,GeneralTF,-0.0233259637836549,NeuroDisease,0.223869600197674
PRDX5,PCSK1N,99.97083736825498,GeneralTF,-0.0233259637836549,None,0.117927117444937
PRDX5,C4orf48,99.15388055974869,GeneralTF,-0.0233259637836549,None,0.159278302477901
PRDX5,UQCR11,98.99885814128072,GeneralTF,-0.0233259637836549,None,-0.0312756581961012
UBB,HSPA1A,92.99418456393768,NeuroDev,-0.092916327120486,None,0.156396028066235
HLCS,AP001527.2,91.75553033898817,HSA21TF,0.808380595797371,None,Not Known
PRDX5,FTH1,91.02050962739494,GeneralTF,-0.0233259637836549,None,0.0222956085525318
UBB,HSPA1B,87.84173142036717,NeuroDev,-0.092916327120486,None,-0.275239250710816
PRDX5,TMSB10,87.13540328980567,GeneralTF,-0.0233259637836549,None,0.122051170476654
PRDX5,DYNLT1,83.237170283068,GeneralTF,-0.0233259637836549,NeuroDev,-0.125562471486208
UBB,ZFAND2A,81.9166413000158,NeuroDev,-0.092916327120486,None,-0.132017134459022
PRDX5,GUK1,80.43839954799304,GeneralTF,-0.0233259637836549,None,-0.085075669288043
PRDX5,MYL6,80.42708336043883,GeneralTF,-0.0233259637836549,None,0.0638633627826933
PRDX5,ATP6V0C,78.93532879389294,GeneralTF,-0.0233259637836549,None,0.0722208592573517
PRDX5,CYCS,78.0104089592569,GeneralTF,-0.0233259637836549,GeneralTF,-0.111269204661935
PRDX5,BEX1,76.25690754975396,GeneralTF,-0.0233259637836549,NeuroDev,0.0274218192530869
UBB,CACYBP,76.1065041992898,NeuroDev,-0.092916327120486,None,0.0345859545517372
UBB,HSPH1,75.56663061795085,NeuroDev,-0.092916327120486,None,-0.0586045189669692
PRDX5,GAP43,75.09421734304803,GeneralTF,-0.0233259637836549,NeuroDev,0.253927505257908
PRDX5,ATP6V0B,74.6791204655017,GeneralTF,-0.0233259637836549,None,-0.0480346961997
SOD1,MT-ND3,73.92988760764923,HSA21TF,0.416754789446342,None,-0.307297396870316
UBB,DNAJB1,73.2772397374151,NeuroDev,-0.092916327120486,NeuroDev,-0.169405462509514
PRDX5,COX5B,72.36897046076422,GeneralTF,-0.0233259637836549,None,-0.051868579208843
PRDX5,DRAP1,72.03885635970846,GeneralTF,-0.0233259637836549,None,-0.159172304438227
SOD1,GSTP1,71.20291821134319,HSA21TF,0.416754789446342,NeuroDev,-0.0089381204833565
PRDX5,CHMP2A,70.77872050800879,GeneralTF,-0.0233259637836549,None,-0.204764394465623
PRDX5,ATP5MD,69.37233698809354,GeneralTF,-0.0233259637836549,None,-0.0390334019932166
PRDX5,ATP5MC1,68.74069049671432,GeneralTF,-0.0233259637836549,None,-0.117674289667726
ZNF721,NR1D2,68.37746423849771,GeneralTF,0.123730164478407,GeneralTF,-0.243061942442608
