source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources
GSK3B,CTNNB1,True,False,True,True,False,True,181,ACSN:10671551;ACSN:11274345;ACSN:11967263;ACSN:12040186;ACSN:12615961;ACSN:14663202;ACSN:15020233;ACSN:15465828;ACSN:16039586;ACSN:16371461;ACSN:16611981;ACSN:16944320;ACSN:17052453;ACSN:17444818;ACSN:18455992;ACSN:19575820;ACSN:19797085;ACSN:20080742;ACSN:20537194;ACSN:7542250;ACSN:8524413;ACSN:8666229;ACSN:9832503;CancerCellMap:11955436;CancerCellMap:8638126;CancerCellMap:9233789;CancerCellMap:9501208;HPRD-phos:11818547;HPRD-phos:12000790;HPRD-phos:12051714;HPRD-phos:12114015;HPRD:11818547;HPRD:12000790;HPRD:12051714;HPRD:12114015;InnateDB:11154277;InnateDB:11533658;InnateDB:18952601;InnateDB:8638126;IntAct:17318191;IntAct:18687691;IntAct:19303846;IntAct:25241761;IntAct:8638126;KEA:11818547;KEA:11955436;KEA:12000790;KEA:12051714;KEA:12114015;Lit-BM-17:10074433;Lit-BM-17:10228155;Lit-BM-17:10330181;Lit-BM-17:11251183;Lit-BM-17:11835406;Lit-BM-17:16039586;Lit-BM-17:17318191;Lit-BM-17:19061640;Lit-BM-17:19107203;Lit-BM-17:19303846;Lit-BM-17:19576224;Lit-BM-17:21743491;Lit-BM-17:22699938;Lit-BM-17:23602568;Lit-BM-17:24451375;Lit-BM-17:25241761;Lit-BM-17:25897075;Lit-BM-17:27902311;Macrophage:11254732;NetPath:8638126;NetPath:9501208;ProtMapper:11955436;ProtMapper:11967263;ProtMapper:12051714;ProtMapper:12957350;ProtMapper:16293724;ProtMapper:16520547;ProtMapper:17053159;ProtMapper:18070361;ProtMapper:18644116;ProtMapper:19060929;ProtMapper:19223551;ProtMapper:19303846;ProtMapper:19565571;ProtMapper:19622173;ProtMapper:19631635;ProtMapper:19667122;ProtMapper:19675674;ProtMapper:19711366;ProtMapper:20137080;ProtMapper:20140245;ProtMapper:20215423;ProtMapper:20219694;ProtMapper:20302655;ProtMapper:20688898;ProtMapper:21035499;ProtMapper:21329734;ProtMapper:21562161;ProtMapper:21986938;ProtMapper:22216350;ProtMapper:22415718;ProtMapper:22640743;ProtMapper:22662165;ProtMapper:23056571;ProtMapper:23076981;ProtMapper:23151663;ProtMapper:23209942;ProtMapper:23552738;ProtMapper:23721711;ProtMapper:23770025;ProtMapper:23778311;ProtMapper:23804296;ProtMapper:24015932;ProtMapper:24403311;ProtMapper:24501426;ProtMapper:24913829;ProtMapper:24931005;ProtMapper:24975844;ProtMapper:25136145;ProtMapper:25352148;ProtMapper:25366337;ProtMapper:25482131;ProtMapper:25546293;ProtMapper:25639486;ProtMapper:25644994;ProtMapper:26014148;ProtMapper:26373837;ProtMapper:26453498;ProtMapper:26892600;ProtMapper:26905812;ProtMapper:26910375;ProtMapper:27068260;ProtMapper:27098453;ProtMapper:27158593;ProtMapper:27281614;ProtMapper:27462866;ProtMapper:27507058;ProtMapper:27672271;ProtMapper:27683053;ProtMapper:27773936;ProtMapper:28183999;ProtMapper:28220106;ProtMapper:28337019;ProtMapper:28430641;ProtMapper:28529629;ProtMapper:28549350;ProtMapper:28697793;ProtMapper:28948000;ProtMapper:28977889;ProtMapper:29183346;ProtMapper:29387014;ProtMapper:29455668;ProtMapper:29805709;ProtMapper:30143633;ProtMapper:30271168;ProtMapper:30279527;SIGNOR:11955436;SIGNOR:16293724;SIGNOR:19303846;SIGNOR:23151663;SPIKE:18387957;SignaLink3:11251183;SignaLink3:11818547;SignaLink3:12000790;SignaLink3:12051714;SignaLink3:12114015;SignaLink3:12851486;SignaLink3:19576224;SignaLink3:23109003;SignaLink3:23331499;SignaLink3:8666229;iPTMnet:11818547;iPTMnet:11955436;iPTMnet:11967263;iPTMnet:12000790;iPTMnet:12051714;iPTMnet:12114015;iPTMnet:16199882;iPTMnet:16293724;iPTMnet:19293931;iPTMnet:19303846;iPTMnet:23151663,ACSN;BEL-Large-Corpus_ProtMapper;CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;IntAct;KEA;KEGG-MEDICUS;Kinexus_KEA;Lit-BM-17;MIMP;Macrophage;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Sparser_ProtMapper;TCRcuration_SignaLink3;Wang;iPTMnet;phosphoELM_MIMP,post_translational,10074433;10228155;10330181;10671551;11154277;11251183;11254732;11274345;11533658;11818547;11835406;11955436;11967263;12000790;12040186;12051714;12114015;12615961;12851486;12957350;14663202;15020233;15465828;16039586;16199882;16293724;16371461;16520547;16611981;16944320;17052453;17053159;17318191;17444818;18070361;18387957;18455992;18644116;18687691;18952601;19060929;19061640;19107203;19223551;19293931;19303846;19565571;19575820;19576224;19622173;19631635;19667122;19675674;19711366;19797085;20080742;20137080;20140245;20215423;20219694;20302655;20537194;20688898;21035499;21329734;21562161;21743491;21986938;22216350;22415718;22640743;22662165;22699938;23056571;23076981;23109003;23151663;23209942;23331499;23552738;23602568;23721711;23770025;23778311;23804296;24015932;24403311;24451375;24501426;24913829;24931005;24975844;25136145;25241761;25352148;25366337;25482131;25546293;25639486;25644994;25897075;26014148;26373837;26453498;26892600;26905812;26910375;27068260;27098453;27158593;27281614;27462866;27507058;27672271;27683053;27773936;27902311;28183999;28220106;28337019;28430641;28529629;28549350;28697793;28948000;28977889;29183346;29387014;29455668;29805709;30143633;30271168;30279527;7542250;8524413;8638126;8666229;9233789;9501208;9832503,140,32,19
CTNNB1,TCF7,True,True,False,True,True,False,7,CA1:9065401;IntAct:16442529;IntAct:19358846;IntAct:25678599;SIGNOR:15735151;SPIKE:16442529;SPIKE:17143293,CA1;IntAct;KEGG-MEDICUS;SIGNOR;SPIKE;Wang,post_translational,15735151;16442529;17143293;19358846;25678599;9065401,6,6,6
CTNNB1,TCF3,True,True,True,True,True,False,5,HPRD:12107263;HPRD:15327769;NetPath:9488439;SignaLink3:11136974;SignaLink3:23331499,HPRD;NetPath;SignaLink3;Wang,post_translational,11136974;12107263;15327769;23331499;9488439,5,4,4
CDK2,RUNX1,True,True,True,True,True,True,8,KEA:17570479;ProtMapper:16046550;ProtMapper:17015473;ProtMapper:25914884;SIGNOR:16046550;SIGNOR:17015473;iPTMnet:16046550;iPTMnet:17015473,HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite_MIMP;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet,post_translational,16046550;17015473;17570479;25914884,4,12,5
CDK6,RUNX1,True,True,True,True,True,False,18,HPRD:17431401;IntAct:17431401;IntAct:25241761;Lit-BM-17:17431401;Lit-BM-17:25241761;PhosphoSite:15475366;PhosphoSite:16046550;PhosphoSite:17015473;PhosphoSite:17023045;PhosphoSite:18261462;PhosphoSite:20478528;PhosphoSite:22531928;ProtMapper:16046550;ProtMapper:21059642;SIGNOR:16046550;SIGNOR:21059642;iPTMnet:16046550;iPTMnet:21059642,HPRD;HPRD_MIMP;IntAct;Lit-BM-17;MIMP;PhosphoSite;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet,post_translational,15475366;16046550;17015473;17023045;17431401;18261462;20478528;21059642;22531928;25241761,10,12,9
RUNX1,CDK6,True,False,True,False,False,False,5,HPRD:17431401;IntAct:17431401;IntAct:25241761;Lit-BM-17:17431401;Lit-BM-17:25241761,HPRD;IntAct;Lit-BM-17;Wang,post_translational,17431401;25241761,2,4,4
CDK2,ID2,True,False,True,True,False,True,11,CancerCellMap:9029153;HPRD-phos:9029153;HPRD:9029153;KEA:9029153;ProtMapper:14733935;ProtMapper:26110849;ProtMapper:28122577;ProtMapper:9029153;SIGNOR:9029153;iPTMnet:9029153;phosphoELM:9029153,CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,post_translational,14733935;26110849;28122577;9029153,4,18,10
APP,MAPK8,True,True,False,False,False,False,1,InnateDB:12917434,InnateDB;Wang,post_translational,12917434,1,2,2
MAPK8,APP,True,True,False,True,True,False,10,InnateDB:12917434;ProtMapper:12917434;ProtMapper:15936948;ProtMapper:20122754;ProtMapper:24610780;SIGNOR:12917434;SIGNOR:24610780;iPTMnet:12917434;iPTMnet:14970211;iPTMnet:24610780,HPRD_MIMP;InnateDB;MIMP;PhosphoSite_MIMP;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP,post_translational,12917434;14970211;15936948;20122754;24610780,5,11,5
APP,GSK3B,True,True,False,False,False,False,5,HPRD:10936190;HPRD:15178331;HPRD:8764598;ProtMapper:29215943;SIGNOR:8764598,HPRD;ProtMapper;SIGNOR;Sparser_ProtMapper;Wang,post_translational,10936190;15178331;29215943;8764598,4,5,4
