ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061564,axon development,64/695,490/18903,7.4642196528241075e-19,3.2260357339505794e-15,2.9833307391340143e-15,DRAXIN/STMN1/EPHA10/NEXN/SEMA6C/CAMSAP2/NFASC/CNTN2/VASH2/DPYSL5/NRXN1/CTNNA2/KIF5C/BMPR2/KLF7/MAP2/CDK5R2/EPHA4/CNTN4/WNT7A/TOP2B/EPHA3/GAP43/KALRN/CRMP1/NREP/DLX5/PLXNA4/DPYSL2/TNC/LGI1/SHTN1/VAX1/BRSK2/LRRC4C/DSCAML1/C12orf57/PTPRO/DCLK1/MYCBP2/SLITRK1/ATL1/NRXN3/FLRT2/BCL11B/MAP1A/SEMA6D/ISLR2/TUBB3/CDK5R1/MAPT/APLP1/NUMBL/NOVA2/BRSK1/VSTM2L/APP/TIAM1/KREMEN1/ARX/OPHN1/SLC9A6/L1CAM/GDI1,64
GO:0007409,axonogenesis,59/695,438/18903,4.2511398903526315e-18,9.186713303052037e-15,8.495567454562601e-15,DRAXIN/STMN1/EPHA10/NEXN/SEMA6C/NFASC/CNTN2/DPYSL5/NRXN1/CTNNA2/KIF5C/BMPR2/KLF7/MAP2/CDK5R2/EPHA4/CNTN4/WNT7A/TOP2B/EPHA3/GAP43/KALRN/CRMP1/DLX5/PLXNA4/DPYSL2/LGI1/SHTN1/VAX1/BRSK2/LRRC4C/DSCAML1/C12orf57/PTPRO/DCLK1/MYCBP2/SLITRK1/ATL1/NRXN3/FLRT2/BCL11B/MAP1A/SEMA6D/ISLR2/TUBB3/CDK5R1/MAPT/APLP1/NUMBL/NOVA2/BRSK1/VSTM2L/APP/TIAM1/ARX/OPHN1/SLC9A6/L1CAM/GDI1,59
GO:0097485,neuron projection guidance,39/695,237/18903,3.0999362317968073e-15,4.465974797941934e-12,4.1299852182920975e-12,DRAXIN/EPHA10/NEXN/SEMA6C/NFASC/CNTN2/DPYSL5/NRXN1/KIF5C/BMPR2/KLF7/CDK5R2/EPHA4/CNTN4/EPHA3/GAP43/KALRN/CRMP1/DLX5/PLXNA4/DPYSL2/LGI1/VAX1/DPYSL4/DSCAML1/PTPRO/MYCBP2/NRXN3/FLRT2/BCL11B/SEMA6D/TUBB3/CDK5R1/NOVA2/VSTM2L/APP/ARX/OPHN1/L1CAM,39
GO:0007411,axon guidance,38/695,236/18903,1.4579062154454347e-14,1.5752676657887923e-11,1.4567552368542935e-11,DRAXIN/EPHA10/NEXN/SEMA6C/NFASC/CNTN2/DPYSL5/NRXN1/KIF5C/BMPR2/KLF7/CDK5R2/EPHA4/CNTN4/EPHA3/GAP43/KALRN/CRMP1/DLX5/PLXNA4/DPYSL2/LGI1/VAX1/DSCAML1/PTPRO/MYCBP2/NRXN3/FLRT2/BCL11B/SEMA6D/TUBB3/CDK5R1/NOVA2/VSTM2L/APP/ARX/OPHN1/L1CAM,38
GO:0010975,regulation of neuron projection development,52/695,446/18903,1.7025986471319157e-13,1.4717262705808278e-10,1.361003592244186e-10,ACAP3/DRAXIN/ELAVL4/SEMA6C/DNM3/CAMSAP2/CNTN2/MARK1/KIDINS220/DPYSL5/ALK/CCDC88A/CTNNA2/BMPR2/MAP2/EPHA4/WNT7A/EPHA3/TNIK/CRMP1/SCARB2/PPP3CA/DPYSL3/FIG4/HECW1/PLXNA4/PRAG1/LZTS1/STMN2/CAMK1D/SHTN1/BRSK2/LRRC4C/PTPRO/MYCBP2/SLITRK1/AKT1/SEMA6D/PARP6/ISLR2/SARM1/SEZ6/CDK5R1/MAPT/NEDD4L/NOVA2/BRSK1/SNAP25/TIAM1/KREMEN1/L1CAM/GDI1,52
GO:0050804,modulation of chemical synaptic transmission,49/695,448/18903,9.252469879389656e-12,6.1943924416253035e-9,5.7283684699703536e-09,PRKCZ/DLGAP3/GRIK3/RIMS3/ELAVL4/SYT11/CNTN2/NRXN1/PLCL1/EPHA4/CNTN4/SLC6A1/WNT7A/ERC2/TMEM108/PFN2/PPP3CA/GRIA1/CPLX2/SCGN/AKAP12/DGKI/LZTS1/RIMS2/APBA1/CPEB3/LGI1/SORCS3/LRRC4C/KMT2A/BEGAIN/MAP1A/CNTNAP4/JPH3/RARA/MAPT/CACNG4/CELF4/CACNG7/CACNG8/BRSK1/SNAP25/DLGAP4/APP/CACNG2/MAPK8IP2/CASK/SYP/OPHN1,49
GO:0099177,regulation of trans-synaptic signaling,49/695,449/18903,1.0032565268712893e-11,6.1943924416253035e-9,5.7283684699703536e-09,PRKCZ/DLGAP3/GRIK3/RIMS3/ELAVL4/SYT11/CNTN2/NRXN1/PLCL1/EPHA4/CNTN4/SLC6A1/WNT7A/ERC2/TMEM108/PFN2/PPP3CA/GRIA1/CPLX2/SCGN/AKAP12/DGKI/LZTS1/RIMS2/APBA1/CPEB3/LGI1/SORCS3/LRRC4C/KMT2A/BEGAIN/MAP1A/CNTNAP4/JPH3/RARA/MAPT/CACNG4/CELF4/CACNG7/CACNG8/BRSK1/SNAP25/DLGAP4/APP/CACNG2/MAPK8IP2/CASK/SYP/OPHN1,49
GO:0016358,dendrite development,33/695,237/18903,4.7370165547345714e-11,2.559173193695352e-8,2.3666384024114692e-8,ELAVL4/DNM3/CAMSAP2/MARK1/KIDINS220/DPYSL5/ALK/CTNNA2/KLF7/MAP2/EPHA4/WNT7A/TNIK/PPP3CA/CTNND2/PHACTR1/HECW1/ACTL6B/LZTS1/ASAP1/CAMK1D/CPEB3/DCLK1/MAP1A/PARP6/SARM1/SEZ6/CDK5R1/NEDD4L/APP/DIP2A/MAPK8IP2/HPRT1,33
GO:0030900,forebrain development,41/695,383/18903,9.195676396147874e-10,4.4159681537945676e-7,4.083740734055377e-7,DRAXIN/ELAVL4/ATP2B4/CNTN2/ALK/INHBB/DLX1/DLX2/PGAP1/CDK5R2/WNT7A/RARB/TOP2B/TMEM108/DCLK2/SRD5A1/PHACTR1/EGFR/DLX5/FOXP2/PLXNA4/SECISBP2/KCNC1/SLC1A2/KIRREL3/C12orf57/ASCL1/DCLK1/BCL11B/BMERB1/ADGRG1/CDK5R1/RARA/APLP1/NUMBL/ATP1A3/SLC32A1/APP/ARX/OPHN1/HPRT1,41
GO:0050808,synapse organization,44/695,432/18903,1.0708925802408267e-9,4.628397731800853e-7,4.2801885549204416e-7,DLGAP3/DNM3/NFASC/CNTN2/NRXN1/CTNNA2/EPHA4/DNER/LHFPL4/SLC6A1/WNT7A/BSN/CAMKV/ERC2/GAP43/TMEM108/PFN2/CTNND2/PCDHB2/LRRN3/TNC/INA/LRRC4C/KIRREL3/PTPRO/MYCBP2/SLITRK1/LRFN5/GPHN/FLRT2/GABRB3/ST8SIA2/SEZ6L2/SEZ6/CDK5R1/MAPT/INSR/SYNDIG1/APP/DIP2A/CACNG2/ZC4H2/OPHN1/L1CAM,44
