id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
NDST4	NDST4	2.70091E+00	0	Enzyme: Sulphotransferase	BrainSpLMD|64579;Eurexp|euxassay_009423|mantle layer;BrainSpMouseDev|41177	OMIM|615039
CNTNAP2	CNTNAP2	2.18006E+00	0	Adhesion molecule	BrainSpLMD|26047;Eurexp|euxassay_011473|facial VII, forebrain, glossopharyngeal IX, hindbrain, midbrain, neural retina, spinal cord, trigeminal V	SFARI||Autism, 2 - Strong candidate;OMIM|604569;COSMIC||glioma, melanoma;HPO|26047|Cortical dysplasia, Delayed gross motor development, Hyperactivity, Impaired social interactions, Intellectual disability, Progressive language deterioration, Reduced tendon reflexes, Seizures
SLC24A2	SLC24A2	2.09591E+00	0	Membrane transport protein	BrainSpLMD|25769	SFARI||Autism, No category;OMIM|609838
ANTXR2	ANTXR2	2.09563E+00	1.55E-12	Cytoskeletal associated protein	BrainSpLMD|118429	OMIM|608041;HPO|118429|Abnormal diaphysis morphology, Abnormality of dental morphology, Abnormality of the adrenal glands, Abnormality of the hair, Abnormality of the skull, Aplasia/Hypoplasia of the skin, Aplasia/Hypoplasia of the thymus, Autosomal recessive inheritance, Brachydactyly, Camptodactyly of finger, Chronic diarrhea, Coarse facial features, Death in infancy, Diarrhea, Failure to thrive, Feeding difficulties, Gingival fibromatosis, Gingival overgrowth, Hyperpigmentation of the skin, Immunodeficiency, Joint stiffness, Lymphedema, Macrocephaly, Micromelia, Muscular hypotonia, Osteolysis, Osteomalacia, Osteopenia, Osteoporosis, Papule, Polycystic ovaries, Progressive, Progressive flexion contractures, Recurrent bacterial infections, Recurrent fractures, Recurrent infections, Severe short stature, Short neck, Short palm, Skin ulcer, Steatorrhea, Subcutaneous nodule, Telangiectasia of the skin, Thickened skin, Urticaria, Variable expressivity
RP11.642D21.1	RP11.642D21.1	1.98084E+00	1.31E-08			
NEUROD1	NEUROD1	1.96509E+00	0	Transcription factor	BrainSpLMD|4760;Eurexp|euxassay_019467|dorsal grey horn, dorsal root ganglion, glossopharyngeal IX, mantle layer, marginal layer, neural retina, olfactory, pancreas, pineal primordium, pituitary, trigeminal V, vagus X, ventral grey horn, ventricular layer, vestibulocochlear VIII, vomeronasal organ;BrainSpMouseDev|17779	OMIM|601724;HPO|4760|Autosomal dominant inheritance, Maturity-onset diabetes of the young
RP11.120J1.1	RP11.120J1.1	1.95348E+00	1.26E-10			
RCAN3	RCAN3	1.93740E+00	5.22E-10	Unclassified	BrainSpLMD|11123	OMIM|605860
SHB	SHB	1.85828E+00	3.22E-06	Adapter molecule	BrainSpLMD|6461;Eurexp|euxassay_009465|mantle layer, marginal layer, molar, neural retina, olfactory	OMIM|600314
NHLH2	NHLH2	1.77477E+00	2.93E-10	Transcription factor	BrainSpLMD|4808;Eurexp|euxassay_019487|dorsal root ganglion, mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|17839	OMIM|162361
PRDM8	PRDM8	1.72358E+00	0	Unclassified	BrainSpLMD|56978;Eurexp|euxassay_003278|diencephalon, dorsal root ganglion, hindbrain, midbrain, spinal cord, telencephalon, trigeminal V	OMIM|616639;HPO|56978|Autosomal recessive inheritance, Dementia, Dysarthria, Generalized myoclonic seizures, Hallucinations, Hyperreflexia, Lafora bodies, Mutism, Myoclonus, Paranoia, Progressive, Progressive cerebellar ataxia, Psychosis, Spastic ataxia, Spastic tetraplegia, Urinary incontinence, Variable expressivity
CFTR	CFTR	1.72119E+00	2.40E-09	Membrane transport protein	BrainSpLMD|1080	OMIM|602421;HPO|1080|Abdominal pain, Abnormal enzyme/coenzyme activity, Absent vas deferens, Asthma, Autosomal recessive inheritance, Azoospermia, Biliary cirrhosis, Bronchiectasis, Chronic lung disease, Cor pulmonale, Decreased antibody level in blood, Decreased testicular size, Elevated C-reactive protein level, Elevated sweat chloride, Exocrine pancreatic insufficiency, Failure to thrive, Heterogeneous, Hypercalciuria, Immunodeficiency, Increased circulating gonadotropin level, Leukocytosis, Malabsorption, Male infertility, Meconium ileus, Non-obstructive azoospermia, Obstructive azoospermia, Pulmonary fibrosis, Rectal prolapse, Recurrent bronchopulmonary infections, Recurrent pancreatitis, Recurrent pneumonia, Recurrent respiratory infections
GLB1L2	GLB1L2	1.71828E+00	9.61E-09	Unclassified	BrainSpLMD|89944;Eurexp|euxassay_008223|anterior, bladder, calyces, molar, olfactory, pelvis, ureter, vestibulocochlear VIII	
ALPK1	ALPK1	1.66869E+00	2.18E-10	Enzyme: Phosphotransferase	BrainSpLMD|80216	OMIM|607347
