id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
SATB2	SATB2	2.01889E+00	0	Transcription regulatory protein	BrainSpLMD|23314;Eurexp|euxassay_018949|axial skeleton, clavicle, femur, fibula, humerus, intermediate grey horn, laryngeal, larynx, mandible, mantle layer, maxilla, mesenchyme, orbito-sphenoid, palatal shelf, pelvic girdle, rib, scapula, shoulder, tibia;BrainSpMouseDev|84457	SFARI||Autism, 4 - Minimal evidence;OMIM|608148;HPO|23314|Aggressive behavior, Arachnodactyly, Autosomal dominant inheritance, Broad-based gait, Bulbous nose, Camptodactyly, Cleft palate, Conical tooth, Delayed speech and language development, Dental crowding, Downslanted palpebral fissures, Feeding difficulties, Fine hair, Frontal bossing, Global developmental delay, Happy demeanor, High forehead, High palate, Hyperactivity, Inguinal hernia, Intellectual disability, Intellectual disability, severe, Long face, Long nose, Low-set ears, Malar flattening, Microcephaly, Micrognathia, Midface retrusion, Muscular hypotonia, Nail dysplasia, Narrow mouth, Narrow nose, Oligodontia, Prominent nasal bridge, Seizures, Short stature, Smooth philtrum, Sparse hair, Talipes equinovarus, Thin skin, Thin vermilion border
NEFM	NEFM	1.99493E+00	0	Structural protein	BrainSpLMD|4741;Eurexp|euxassay_009463|basal plate, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, lip, mantle layer, marginal layer, midgut, neural retina, pons, thoracic, thymus primordium, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|162250
KIAA0319	KIAA0319	1.91312E+00	0	Integral membrane protein	BrainSpLMD|9856;Eurexp|euxassay_011052|dorsal root ganglion, olfactory	OMIM|609269
TMOD1	TMOD1	1.89441E+00	0	Cytoskeletal associated protein	BrainSpLMD|7111;Eurexp|euxassay_011803|cochlea, extrinsic ocular muscle, lens, saccule, skeletal muscle, utricle, ventricle, vertebral axis muscle system	OMIM|190930
DOK5	DOK5	1.82220E+00	0	Adapter molecule	BrainSpLMD|55816	OMIM|608334
FAM19A1	FAM19A1	1.81143E+00	0	Chemokine	BrainSpLMD|407738	OMIM|617495
SYT4	SYT4	1.79807E+00	0	Calcium binding protein	BrainSpLMD|6860	OMIM|600103
KCNK2	KCNK2	1.78207E+00	0	Ion channel;Membrane transport protein	BrainSpLMD|3776;Eurexp|euxassay_000689|limb, olfactory, ventral grey horn, ventricular layer;BrainSpMouseDev|16299	OMIM|603219
GPR85	GPR85	1.77184E+00	0	G protein coupled receptor	BrainSpLMD|54329;Eurexp|euxassay_005306|axial skeleton, brain, glossopharyngeal IX, neural retina, skeletal muscle, spinal cord, stroma, trachea, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, 4 - Minimal evidence;OMIM|605188
SATB2.AS1	SATB2.AS1	1.76314E+00	0			
CTD.2636A23.2	CTD.2636A23.2	1.74570E+00	0			
MCTP1	MCTP1	1.74211E+00	0	Calcium binding protein	BrainSpLMD|79772	OMIM|616296
NKAIN2	NKAIN2	1.69916E+00	0	Integral membrane protein	BrainSpLMD|154215	OMIM|609758
KIAA1244	KIAA1244	1.69567E+00	0			
RP11.981G7.1	RP11.981G7.1	1.67052E+00	7.11E-15			
KIF26B	KIF26B	1.66582E+00	0	Unclassified	BrainSpLMD|55083;Eurexp|euxassay_016415|dorsal root ganglion, extrinsic ocular muscle, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, mantle layer, metanephros, nasal septum, penis, trigeminal V, ventral grey horn	OMIM|614026
RNF182	RNF182	1.66573E+00	0	Ubiquitin proteasome system protein	BrainSpLMD|221687;Eurexp|euxassay_012952|mantle layer, marginal layer, olfactory	
LINGO1	LINGO1	1.64717E+00	0	Unclassified	BrainSpLMD|84894	OMIM|609791
RP11.509E10.1	RP11.509E10.1	1.64524E+00	0			
TDRD7	TDRD7	1.63863E+00	2.22E-16	Adapter molecule	BrainSpLMD|23424;Eurexp|euxassay_005556|roof plate	OMIM|611258;HPO|23424|Autosomal recessive inheritance, Cataract
GLRA2	GLRA2	1.62070E+00	0	Extracellular ligand gated channel	BrainSpLMD|2742;Eurexp|euxassay_006123|brain, spinal cord;BrainSpMouseDev|88304	SFARI||Autism, 5 - Hypothesized but untested;OMIM|305990
GABRB2	GABRB2	1.59397E+00	0	Integral membrane protein	BrainSpLMD|2561;Eurexp|euxassay_014215|mantle layer;BrainSpMouseDev|14177	OMIM|600232
AKAP7	AKAP7	1.58114E+00	0	Anchor protein	BrainSpLMD|9465	OMIM|604693
VLDLR.AS1	VLDLR.AS1	1.54240E+00	2.78E-15			
CAMK2B	CAMK2B	1.53966E+00	0	Serine/threonine kinase	BrainSpLMD|816;Eurexp|euxassay_009572|brain, calyces, cervical, cervico-thoracic, diaphragm, dorsal root ganglion, extraembryonic component, facial VII, glossopharyngeal IX, mesenchyme, midgut, neural retina, olfactory, paraxial mesenchyme, skeletal muscle, spinal cord, stomach, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII, vomeronasal organ	OMIM|607707
COPS8P2	COPS8P2	1.53672E+00	3.52E-12			
MEF2C	MEF2C	1.53280E+00	0	Transcription regulatory protein	BrainSpLMD|4208;Eurexp|euxassay_018172|axial skeleton, clavicle, diaphragm, dorsal grey horn, glossopharyngeal IX, incisor, lip, mandible, mantle layer, marginal layer, maxilla, mesenchyme, metatarsus, orbito-sphenoid, phalanx, rest of mesenchyme, rib, skeletal muscle, trigeminal V, vault of skull, vertebral axis muscle system, vibrissa;BrainSpMouseDev|17029	SFARI||Autism, 4 - Minimal evidence;OMIM|600662;HPO|4208|Anteverted nares, Autistic behavior, Autosomal dominant inheritance, Broad forehead, Delayed speech and language development, Depressed nasal bridge, Downturned corners of mouth, Generalized hypotonia, High forehead, Hypertelorism, Hypoplasia of the corpus callosum, Inability to walk, Intellectual disability, severe, Low-set ears, Motor delay, Muscular hypotonia, Poor eye contact, Seizures, Short chin, Short nose, Short philtrum, Sporadic, Stereotypy, Upslanted palpebral fissure, Ventriculomegaly
MCUR1	MCUR1	1.52732E+00	0	Unclassified	BrainSpLMD|63933	OMIM|616952
DAB1	DAB1	1.51278E+00	0	Adapter molecule	BrainSpLMD|1600;Eurexp|euxassay_017879|basal columns, footplate, lip, mantle layer, maxilla, mesenchyme, naris, ventricular layer;BrainSpMouseDev|12911	SFARI||Autism, 5 - Hypothesized but untested;OMIM|603448;HPO|1600|Ataxia, Autosomal dominant inheritance, Dysarthria, Frequent falls, Slow progression, Unsteady gait
LIMCH1	LIMCH1	1.49002E+00	0	Unclassified	BrainSpLMD|22998	OMIM|617750
BHLHE22	BHLHE22	1.48151E+00	0	Unclassified	BrainSpLMD|27319;BrainSpMouseDev|37621	OMIM|613483
RP11.981G7.6	RP11.981G7.6	1.46814E+00	0			
ABLIM1	ABLIM1	1.45417E+00	0	Cytoskeletal associated protein	BrainSpLMD|3983	OMIM|602330
MSRA	MSRA	1.42687E+00	0	Enzyme: Reductase	BrainSpLMD|4482	OMIM|601250
GPR27	GPR27	1.40325E+00	4.38E-08	G protein coupled receptor	BrainSpLMD|2850	OMIM|605187
RP11.212F11.1	RP11.212F11.1	1.40280E+00	0			
NCALD	NCALD	1.40013E+00	0	Calcium binding protein	BrainSpLMD|83988;Eurexp|euxassay_005524|cervical, cervico-thoracic, dorsal root ganglion, forebrain, hindbrain, midbrain, spinal cord, thoracic, trigeminal V, vagus X, vibrissa	OMIM|606722
SLCO3A1	SLCO3A1	1.39092E+00	1.11E-16	Membrane transport protein	BrainSpLMD|28232;Eurexp|euxassay_000780|cervical, cervico-thoracic, dorsal root ganglion, thoracic, vagus X	OMIM|612435
AC018643.4	AC018643.4	1.38292E+00	0			
LPL	LPL	1.37330E+00	1.33E-14	Enzyme: Lipase	BrainSpLMD|4023;Eurexp|euxassay_004410|anterior, atrium, choroid plexus, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, liver, mantle layer, marginal layer, mesenchyme, olfactory, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, ventricle;BrainSpMouseDev|16726	SFARI||Autism, No category;OMIM|609708;HPO|4023|Autosomal dominant inheritance, Autosomal recessive inheritance, Episodic abdominal pain, Eruptive xanthomas, Hepatosplenomegaly, Hypercholesterolemia, Increased circulating chylomicron levels, Increased circulating low-density lipoprotein levels, Increased circulating very-low-density lipoprotein levels, Jaundice, Lactescent serum, Lipemia retinalis, Myocardial infarction, Nausea, Pancreatitis, Splenomegaly, Vomiting
NDST3	NDST3	1.35103E+00	2.22E-15	Enzyme: Deacetylase	BrainSpLMD|9348;Eurexp|euxassay_009403|mantle layer	OMIM|603950
ADRA2A	ADRA2A	1.34459E+00	0	G protein coupled receptor	BrainSpLMD|150;Eurexp|euxassay_010849|basisphenoid bone, mantle layer, marginal layer, naris, nasal capsule, olfactory, ventral grey horn;BrainSpMouseDev|11338	OMIM|104210
MYO5B	MYO5B	1.34194E+00	2.11E-15	Structural protein	BrainSpLMD|4645;Eurexp|euxassay_010054|choroid plexus, cortex, mantle layer, midgut, skeletal muscle, vestibulocochlear VIII	OMIM|606540;HPO|4645|Autosomal recessive inheritance, Death in infancy, Dehydration, Growth delay, Malnutrition, Protracted diarrhea, Villous atrophy
DLG2	DLG2	1.33500E+00	0	Cell junction protein	BrainSpLMD|1740;Eurexp|euxassay_011686|cervical, cervico-thoracic, dorsal root ganglion, mandible, mantle layer, marginal layer, maxilla, thoracic, trigeminal V, ventral grey horn	OMIM|603583
SOBP	SOBP	1.32583E+00	0	Unclassified	BrainSpLMD|55084	OMIM|613667;HPO|55084|Autosomal recessive inheritance, Delayed speech and language development, Global developmental delay, Intellectual disability, severe, Open bite, Poor speech, Short attention span
CHD5	CHD5	1.31536E+00	1.27E-13	DNA binding protein	BrainSpLMD|26038;Eurexp|euxassay_013995|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, 5 - Hypothesized but untested;OMIM|610771
ARPP21	ARPP21	1.30715E+00	0		BrainSpLMD|10777;Eurexp|euxassay_008422|brain, diaphragm, dorsal grey horn, dorsal root ganglion, facial VII, footplate, glossopharyngeal IX, handplate, head mesenchyme, lip, mantle layer, marginal layer, mesenchyme, olfactory, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, spinal cord, tail, thymus primordium, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII	OMIM|605488
VLDLR	VLDLR	1.30600E+00	0	Cell surface receptor	BrainSpLMD|7436;Eurexp|euxassay_018469|clavicle, cortex, ductus deferens, incisor, mandible, mantle layer, marginal layer, maxilla, neural retina, olfactory, orbito-sphenoid, rib, ureter, ventral grey horn, ventricular layer, vomeronasal organ, wall	SFARI||Autism, 5 - Hypothesized but untested;OMIM|192977;HPO|7436|Abnormality of metabolism/homeostasis, Ataxia, Autosomal recessive inheritance, Broad-based gait, Cataract, Cerebellar atrophy, Cerebellar hypoplasia, Cerebral palsy, Congenital onset, Cortical gyral simplification, Delayed speech and language development, Dysarthria, Dysdiadochokinesis, Dysmetria, Gait ataxia, Gait disturbance, Gaze-evoked nystagmus, Generalized hypotonia, Global developmental delay, Hyperreflexia, Hypoplasia of the brainstem, Intellectual disability, Intention tremor, Muscular hypotonia, Nonprogressive, Pachygyria, Pes planus, Poor speech, Seizures, Short stature, Skeletal muscle atrophy, Strabismus, Truncal ataxia
KIAA1377	KIAA1377	1.30412E+00	0			
FAM124A	FAM124A	1.29162E+00	0	Unclassified	BrainSpLMD|220108	
FAT3	FAT3	1.28523E+00	0	Integral membrane protein	Eurexp|euxassay_015982|axial muscle, clavicle, cortex, diaphragm, dorsal root ganglion, exoccipital bone, facial VII, femur, lip, mandible, mantle layer, maxilla, mesenchyme, metatarsus, orbito-sphenoid, pelvic girdle, phalanx, rib, saccule, skeletal muscle, sternum, thymus primordium, trigeminal V, urethra, vault of skull, ventricular layer, vibrissa;BrainSpMouseDev|92930	OMIM|612483;COSMIC||SCC, colon adenocarcinoma, gastric adenocarcinoma
SLC44A5	SLC44A5	1.28510E+00	0	Transport/cargo protein	BrainSpLMD|204962;Eurexp|euxassay_019725|floor plate, floorplate, glossopharyngeal IX, lip, mantle layer, marginal layer, trachea, ventral grey horn, ventricular layer	
SH3GL3	SH3GL3	1.27422E+00	0	Unclassified	BrainSpLMD|6457	OMIM|603362
PRSS12	PRSS12	1.27372E+00	0	Serine protease	BrainSpLMD|8492;Eurexp|euxassay_015396|head mesenchyme, lower jaw, molar, nasal capsule, upper jaw;BrainSpMouseDev|18905	OMIM|606709;HPO|8492|Autosomal recessive inheritance, Babinski sign, Hyperactive deep tendon reflexes, Intellectual disability, Nystagmus, Strabismus
SHISA9	SHISA9	1.26443E+00	0	Unclassified		OMIM|613346
SERPINE2	SERPINE2	1.25625E+00	0	Protease inhibitor	BrainSpLMD|5270;Eurexp|euxassay_007870|axial skeleton, dorsal root ganglion, glossopharyngeal IX, incisor, lip, lung, mandible, mantle layer, marginal layer, maxilla, mesenchyme, metatarsus, nasal septum, penis, phalanx, skeletal muscle, sternum, thymus primordium, trigeminal V, turbinate bones, vagus X, ventral grey horn, ventricular layer, vibrissa	OMIM|177010
FLRT2	FLRT2	1.25425E+00	0	Adhesion molecule	BrainSpLMD|23768	OMIM|604807
NEUROD2	NEUROD2	1.25226E+00	0	Transcription factor	BrainSpLMD|4761;Eurexp|euxassay_013855|mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|17780	OMIM|601725
RIMBP2	RIMBP2	1.24422E+00	6.14E-14	Unclassified	BrainSpLMD|23504	OMIM|611602
MPP6	MPP6	1.24380E+00	0	Unclassified	BrainSpLMD|51678	SFARI||Autism, No category;OMIM|606959
TENM2	TENM2	1.22533E+00	0	Translation regulatory protein		OMIM|610119
WWC1	WWC1	1.22394E+00	0	Unclassified	BrainSpLMD|23286	OMIM|610533
ADCY1	ADCY1	1.21147E+00	0	Adenylate cyclase	BrainSpLMD|107;Eurexp|euxassay_014209|facial VII, mantle layer, trigeminal V;BrainSpMouseDev|129123	OMIM|103072;HPO|107|Autosomal recessive inheritance, Prelingual sensorineural hearing impairment
GUCY1A2	GUCY1A2	1.20800E+00	0	Guanylate cyclase	BrainSpLMD|2977	SFARI||Autism, 4 - Minimal evidence;OMIM|601244
LPPR5	LPPR5	1.20435E+00	2.23E-12			
KHDRBS2	KHDRBS2	1.19075E+00	0	RNA binding protein	BrainSpLMD|202559	SFARI||Autism, 4 - Minimal evidence;OMIM|610487
CNRIP1	CNRIP1	1.18760E+00	7.19E-08	Unclassified	BrainSpLMD|25927	
NCDN	NCDN	1.17946E+00	2.02E-13	Unclassified	BrainSpLMD|23154;Eurexp|euxassay_001888|dorsal root ganglion, glossopharyngeal IX, marginal layer, trigeminal V, ventral grey horn	OMIM|608458
EPS8	EPS8	1.17108E+00	0	Adapter molecule	BrainSpLMD|2059;Eurexp|euxassay_004434|adrenal gland, lung, mantle layer, marginal layer, mesenchyme, metanephros, midgut, nasal septum, pancreas, rectum, testis, thymus primordium, turbinate bones	SFARI||Autism, No category;OMIM|600206;HPO|2059|Autosomal recessive inheritance, Congenital onset, Profound hearing impairment
CAMKV	CAMKV	1.17031E+00	0	Unclassified	BrainSpLMD|79012;Eurexp|euxassay_007008|diencephalon, hindbrain, mantle layer, marginal layer, midbrain, phalanx, spinal cord	OMIM|614993
FAM49A	FAM49A	1.16412E+00	0	Unclassified	BrainSpLMD|81553;Eurexp|euxassay_007357|mantle layer	
TENM4	TENM4	1.16334E+00	0	Cell surface receptor		OMIM|610084;HPO|26011|Age-dependent penetrance, Autosomal dominant inheritance, Intention tremor, Postural tremor, Slow progression, Variable expressivity
STK32B	STK32B	1.16149E+00	0	Serine/threonine kinase	BrainSpLMD|55351;Eurexp|euxassay_011693|exoccipital bone, fibula, footplate, hip, marginal layer, nasal septum, orbito-sphenoid, otic capsule, petrous part, rib, thyroid, tibia, trachea, turbinate, vault of skull, ventral grey horn	
STC1	STC1	1.15678E+00	3.74E-14	Calcium binding protein	BrainSpLMD|6781;Eurexp|euxassay_003067|axial skeleton, calyces, cervical, cervico-thoracic, cortex, dorsal grey horn, genital tubercle, head mesenchyme, limb, mesenchyme, pelvis, tail, testis, thoracic, tongue, vertebral axis muscle system	OMIM|601185
TBC1D30	TBC1D30	1.15346E+00	8.33E-15			OMIM|615077
DOCK9	DOCK9	1.15182E+00	0	Guanine nucleotide exchange factor	BrainSpLMD|23348	OMIM|607325
GRIN2B	GRIN2B	1.14525E+00	0	Extracellular ligand gated channel	BrainSpLMD|2904;BrainSpMouseDev|14588	SFARI||Autism, 1 - High confidence;OMIM|138252;HPO|2904|Abnormality of skin morphology, Absent speech, Autosomal dominant inheritance, Behavioral abnormality, Developmental regression, EEG abnormality, Epileptic encephalopathy, Generalized hypotonia, Global developmental delay, Hypsarrhythmia, Infantile spasms, Intellectual disability, Myoclonus, Seizures, Variable expressivity
PLXNA4	PLXNA4	1.13653E+00	0	Unclassified	BrainSpLMD|91584;Eurexp|euxassay_009720|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, thoracic, trigeminal V, vagus X;BrainSpMouseDev|89119	SFARI||Autism, 3 - Suggestive evidence;OMIM|604280
FAXC	FAXC	1.13639E+00	3.70E-08	Unclassified	BrainSpLMD|84553	
ZBTB18	ZBTB18	1.13565E+00	0	Transcription regulatory protein	BrainSpLMD|10472	OMIM|608433;HPO|10472|Abnormality of the pinna, Agenesis of corpus callosum, Aplasia/Hypoplasia of the corpus callosum, Autosomal dominant inheritance, Depressed nasal bridge, Epicanthus, Generalized hypotonia, Global developmental delay, Hypertelorism, Intellectual disability, Low-set ears, Microcephaly, Micrognathia, Prominent forehead, Round face, Seizures, Short stature, Smooth philtrum, Thin upper lip vermilion, Thin vermilion border, Variable expressivity
STMN2	STMN2	1.13248E+00	0	Cytoskeletal associated protein	BrainSpLMD|11075;Eurexp|euxassay_009268|cervical, cervico-thoracic, dorsal root ganglion, facial VII, footplate, forebrain, glossopharyngeal IX, handplate, hindbrain, hindgut, incisor, lip, midbrain, midgut, neural retina, oesophagus, olfactory, spinal cord, stomach, thoracic, thymus primordium, tongue, trigeminal V, vestibulocochlear VIII, vibrissa, visceral, vomeronasal organ	OMIM|600621
PCLO	PCLO	1.12419E+00	0	Cytoskeletal protein	BrainSpLMD|27445;Eurexp|euxassay_009714|brain, cervical, cervico-thoracic, olfactory, spinal cord, thoracic;BrainSpMouseDev|26621	OMIM|604918;HPO|27445|Autosomal recessive inheritance, Brachycephaly, Cerebellar atrophy, Cerebellar hypoplasia, Cerebral atrophy, Congenital onset, Decreased body weight, Depressed nasal bridge, Downturned corners of mouth, Full cheeks, Global developmental delay, Hearing impairment, High palate, High, narrow palate, Hyperreflexia, Hypoplasia of the brainstem, Hypoplasia of the corpus callosum, Hypoplasia of the pons, Long palpebral fissure, Long philtrum, Low-set ears, Macrotia, Muscular hypotonia of the trunk, Neonatal hypotonia, Optic atrophy, Poor head control, Progressive, Progressive microcephaly, Proptosis, Seizures, Short stature, Spasticity
HIVEP2	HIVEP2	1.11699E+00	8.88E-16	DNA binding protein	BrainSpLMD|3097;Eurexp|euxassay_008979|marginal layer, mesenchyme;BrainSpMouseDev|15048	OMIM|143054;HPO|3097|Abnormal facial shape, Anxiety, Autistic behavior, Autosomal dominant inheritance, Constipation, Feeding difficulties, Gastroesophageal reflux, Generalized hypotonia, Global developmental delay, Hyperactivity, Impulsivity, Infantile onset, Intellectual disability, Narrow mouth, Prominent nasal bridge, Tapered finger, Wide nasal bridge
CHN2	CHN2	1.11657E+00	2.49E-13	GTPase activating protein	BrainSpLMD|1124;Eurexp|euxassay_006113|embryo	OMIM|602857
GAP43	GAP43	1.11332E+00	0	Growth factor	BrainSpLMD|2596;Eurexp|euxassay_002973|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, midgut, nasal capsule, olfactory, rectum, stomach, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|14208	SFARI||Autism, 5 - Hypothesized but untested;OMIM|162060
PTPN2	PTPN2	1.10192E+00	0	Tyrosine phosphatase	BrainSpLMD|5771;Eurexp|euxassay_001391|lower jaw, lung, urethra, ventricle	OMIM|176887;HPO|5771|Antinuclear antibody positivity, Apraxia, Arthralgia, Dental malocclusion, Elevated C-reactive protein level, Elevated erythrocyte sedimentation rate, Iridocyclitis, Joint dislocation, Joint swelling, Juvenile rheumatoid arthritis, Limitation of joint mobility, Polyarticular arthritis
CHL1	CHL1	1.09760E+00	0	Adhesion molecule	BrainSpLMD|10752;BrainSpMouseDev|12446	OMIM|607416;HPO|10752|Atrioventricular canal defect, Brachycephaly, Cleft palate, Cognitive impairment, Cryptorchidism, Downturned corners of mouth, Epicanthus, Hearing impairment, High palate, Hypertelorism, Intrauterine growth retardation, Long philtrum, Low-set, posteriorly rotated ears, Microcephaly, Micrognathia, Muscular hypotonia, Postaxial hand polydactyly, Ptosis, Short stature, Telecanthus
NELL2	NELL2	1.09744E+00	0	Calcium binding protein	BrainSpLMD|4753;Eurexp|euxassay_010538|axial skeleton, brachial plexus, dorsal root ganglion, footplate, handplate, head mesenchyme, incisor, mantle layer, marginal layer, mesenchyme, mesentery, molar, neural retina, olfactory, paraxial mesenchyme, perioptic mesenchyme, peritoneal cavity, rib, ventricular layer	OMIM|602320
SCUBE1	SCUBE1	1.08605E+00	0	Secreted polypeptide	BrainSpLMD|80274;BrainSpMouseDev|41281	OMIM|611746
TCTEX1D2	TCTEX1D2	1.08505E+00	1.73E-09	Unclassified	BrainSpLMD|255758	OMIM|617353;HPO|255758|Autosomal recessive inheritance, Brachydactyly, Short stature
PKIA	PKIA	1.08450E+00	0	Enzyme regulator	BrainSpLMD|5569;Eurexp|euxassay_018045|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, head mesenchyme, mesenchyme, neural retina, olfactory, spinal cord, stroma, tongue, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII	OMIM|606059
SEMA3A	SEMA3A	1.08368E+00	0	Ligand	BrainSpLMD|10371;BrainSpMouseDev|20109	OMIM|603961;HPO|10371|Abnormality of the voice, Anosmia, Anterior hypopituitarism, Breast hypoplasia, Cryptorchidism, Decreased fertility, Decreased testicular size, Delayed puberty, Erectile abnormalities, Hypogonadotrophic hypogonadism, Hyposmia, Hypothalamic gonadotropin-releasing hormone deficiency, Micropenis, Reduced bone mineral density
SLC8A1	SLC8A1	1.07177E+00	0	Membrane transport protein	BrainSpLMD|6546;Eurexp|euxassay_018859|atrium, brain, olfactory, respiratory, spinal cord, ventricle	OMIM|182305
LINC01114	LINC01114	1.06556E+00	9.17E-12			
FBXL2	FBXL2	1.06235E+00	1.29E-05	Ubiquitin proteasome system protein	BrainSpLMD|25827;Eurexp|euxassay_015900|dorsal root ganglion, glossopharyngeal IX, trigeminal V	OMIM|605652
FGF12	FGF12	1.05372E+00	0	Growth factor	BrainSpLMD|2257;BrainSpMouseDev|13944	OMIM|601513;HPO|2257|Absent speech, Autosomal dominant inheritance, Cerebellar atrophy, Chronic constipation, Developmental regression, Epileptic encephalopathy, Feeding difficulties, Hypsarrhythmia, Inability to walk, Limb ataxia, Multifocal epileptiform discharges, Muscular hypotonia of the trunk, Poor speech, Status epilepticus, Variable expressivity
POU6F1	POU6F1	1.05143E+00	0.00487168	Transcription factor	Eurexp|euxassay_005193|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, limb, metanephros, skeleton, spinal cord, testis, thoracic, trigeminal V, vagus X, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|18772	
APLP1	APLP1	1.05109E+00	0	Transcription regulatory protein;Unclassified	BrainSpLMD|333;Eurexp|euxassay_005371|adenohypophysis, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, male, nasal septum, neural retina, olfactory, respiratory, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|11590	OMIM|104775
HS6ST3	HS6ST3	1.04942E+00	0	Enzyme: Sulphotransferase	BrainSpLMD|266722;Eurexp|euxassay_009084|mantle layer	OMIM|609401
STMN4	STMN4	1.04898E+00	0	Unclassified	BrainSpLMD|81551	
RUNX1T1	RUNX1T1	1.03867E+00	0	Transcription regulatory protein	BrainSpLMD|862;Eurexp|euxassay_016597|dorsal grey horn, mantle layer;BrainSpMouseDev|12180	OMIM|133435;COSMIC||AML
ATP6V1G2	ATP6V1G2	1.03498E+00	1.19E-13	ATPase	Eurexp|euxassay_002941|basal plate, facial VII, glossopharyngeal IX, lateral wall, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII	OMIM|606853
FRMD3	FRMD3	1.02661E+00	0	Structural protein	BrainSpLMD|257019	OMIM|607619
