id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
ADAMTS5	ADAMTS5	3.04432E+00	4.33E-15	Metallo protease	BrainSpLMD|11096	OMIM|605007
HIST1H4J	HIST1H4J	2.47884E+00	1.80E-12	DNA binding protein		OMIM|602826
RP11.16F15.1	RP11.16F15.1	2.34378E+00	0			
CITED2	CITED2	2.21893E+00	1.65E-07	Transcription regulatory protein	BrainSpLMD|10370;BrainSpMouseDev|17451	OMIM|602937;HPO|10370|Abnormal nasal morphology, Atrial septal defect, Autosomal dominant inheritance, Brachydactyly, Broad forehead, Clinodactyly of the 5th finger, Cryptorchidism, Dolichocephaly, Intrauterine growth retardation, Perimembranous ventricular septal defect, Preauricular pit, Proptosis, Tetralogy of Fallot, Thin vermilion border, Underdeveloped supraorbital ridges
POU3F4	POU3F4	2.17743E+00	1.19E-07	Transcription factor	BrainSpLMD|5456;BrainSpMouseDev|18757	OMIM|300039;HPO|5456|Conductive hearing impairment, Dilatated internal auditory canal, Progressive sensorineural hearing impairment, Stapes ankylosis, X-linked recessive inheritance
PDZRN4	PDZRN4	1.92737E+00	0	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
PLS3	PLS3	1.85385E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
TMEM123	TMEM123	1.82640E+00	0	Cell surface receptor	BrainSpLMD|114908	OMIM|606356
GAD2	GAD2	1.72421E+00	9.68E-07	Enzyme: Decarboxylase	BrainSpLMD|2572;Eurexp|euxassay_001769|dorsal grey horn, lateral ventricle, mantle layer;BrainSpMouseDev|14193	OMIM|138275
TIAM1	TIAM1	1.71734E+00	6.02E-14	Guanine nucleotide exchange factor	BrainSpLMD|7074;Eurexp|euxassay_006321|epidermis, incisor, molar, naris, olfactory, submandibular gland primordium, thymus primordium, vibrissa;BrainSpMouseDev|21603	OMIM|600687
GAD1	GAD1	1.71203E+00	0	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
CCT8P1	CCT8P1	1.69484E+00	1.29E-10			
SP9	SP9	1.67443E+00	2.13E-12		BrainSpLMD|100131390;BrainSpMouseDev|120188	
NRXN3	NRXN3	1.66803E+00	0	Adhesion molecule	BrainSpLMD|9369;Eurexp|euxassay_009777|bladder, collecting ducts, inner ear, mantle layer, marginal layer, neural retina, vibrissa	SFARI||Autism, 3 - Suggestive evidence;OMIM|600567
