id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
SST	SST	2.66688E+00	0	Peptide hormone	BrainSpLMD|6750;BrainSpMouseDev|20366	OMIM|182450
BEND4	BEND4	2.59072E+00	0	Unclassified	BrainSpLMD|389206	
MAF	MAF	2.48655E+00	0	Transcription factor	BrainSpLMD|4094;Eurexp|euxassay_015869|choroid plexus, dorsal grey horn, facial VII, incisor, lens, mandible, mantle layer, maxilla, metanephros, molar, nasal septum, rib, trigeminal V, ventricular layer;BrainSpMouseDev|16902	OMIM|177075;COSMIC||MM;HPO|4094|Autosomal dominant inheritance, Brachycephaly, Broad eyebrow, Broad philtrum, Cataract, Cerulean cataract, Congenital cataract, Cortical pulverulent cataract, Depressed nasal bridge, Flat face, High forehead, Hypertelorism, Intellectual disability, Iris coloboma, Long philtrum, Low-set ears, Malar flattening, Microcornea, Midface retrusion, Myopia, Narrow mouth, Ptosis, Radioulnar synostosis, Seizures, Sensorineural hearing impairment, Short nose, Short stature, Smooth philtrum, Thin upper lip vermilion, Wide nasal bridge
NXPH1	NXPH1	2.31686E+00	0	Secreted polypeptide	BrainSpLMD|30010;Eurexp|euxassay_007637|dorsal grey horn, mantle layer, ventral grey horn	SFARI||Autism, 4 - Minimal evidence;OMIM|604639
WI2.1896O14.1	WI2.1896O14.1	2.26753E+00	0			
FAM135B	FAM135B	2.21904E+00	0	Unclassified	BrainSpLMD|51059;Eurexp|euxassay_010225|ventral grey horn	SFARI||Autism, No category;COSMIC||SCLC
PXDC1	PXDC1	2.20784E+00	0	Unclassified	BrainSpLMD|221749	
PDZRN4	PDZRN4	2.05752E+00	0	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
ERBB4	ERBB4	2.02063E+00	0	Receptor tyrosine kinase	BrainSpLMD|2066;Eurexp|euxassay_008088|mantle layer, marginal layer, ventricular layer;BrainSpMouseDev|13647	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600543;COSMIC||melanoma, gastric, NSCLC, Amyotrophic lateral sclerosis 19;HPO|2066|Adult onset, Amyotrophic lateral sclerosis, Anxiety, Autosomal dominant inheritance, Depressivity, Dyspnea, Emotional lability, Fatigable weakness of respiratory muscles, Fatigable weakness of swallowing muscles, Fatigue, Generalized muscle weakness, Loss of ability to walk, Muscle cramps, Neurodegeneration, Pain, Paralysis, Respiratory failure, Respiratory insufficiency due to muscle weakness, Skeletal muscle atrophy, Spasticity, Xerostomia
BRINP2	BRINP2	2.00070E+00	0	Unclassified	BrainSpLMD|57795	
PTPRT	PTPRT	1.99283E+00	0	Receptor tyrosine phosphatase	BrainSpLMD|11122	SFARI||Autism, No category;OMIM|608712;COSMIC||HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma
SIAH3	SIAH3	1.97349E+00	0	Unclassified	BrainSpLMD|283514	OMIM|615609
ACKR3	ACKR3	1.95027E+00	0	G protein coupled receptor	BrainSpLMD|57007;Eurexp|euxassay_005213|atrium, calyces, capsule, cortex, mantle layer, marginal layer, medulla, meninges, mesenchyme, oesophagus, stomach, ventricle, ventricular layer	OMIM|610376;COSMIC||lipoma
AKAP5	AKAP5	1.85095E+00	0	Anchor protein	BrainSpLMD|9495	OMIM|604688
LHX6	LHX6	1.81927E+00	0	Transcription factor	BrainSpLMD|26468;BrainSpMouseDev|16645	OMIM|608215
CXCR4	CXCR4	1.71422E+00	0	G protein coupled receptor	BrainSpLMD|7852;Eurexp|euxassay_006007|cervical, cervico-thoracic, corpus striatum, incisor, mantle layer, mitral valve, molar, neural retina, olfactory, thoracic, thymus primordium, valve, ventricular layer, vibrissa;BrainSpMouseDev|12551	OMIM|162643;COSMIC||WM;HPO|7852|Abnormality of female external genitalia, Abnormality of female internal genitalia, Autosomal dominant inheritance, Bone marrow hypercellularity, Bronchiectasis, Decreased antibody level in blood, IgG deficiency, Infantile onset, Myelokathexis, Neutropenia, Recurrent bacterial infections, Recurrent upper respiratory tract infections, Verrucae
CH17.189H20.1	CH17.189H20.1	1.67431E+00	0			
ZNF536	ZNF536	1.64228E+00	0	DNA binding protein	BrainSpLMD|9745;Eurexp|euxassay_015751|adrenal gland, bladder, brain, cochlea, dorsal root ganglion, forelimb, glossopharyngeal IX, hindgut, hindlimb, limb, loop, lung, mandible, medullary stroma, midgut, molar, oesophagus, olfactory, penis, pituitary, rectum, retina, spinal cord, stomach, thyroid, trigeminal V, turbinate bones, vagus X, vestibulocochlear VIII, vibrissa	
DSCAML1	DSCAML1	1.60958E+00	9.12E-13	Adhesion molecule	BrainSpLMD|57453;Eurexp|euxassay_015851|dorsal grey horn, mantle layer, olfactory, vomeronasal organ;BrainSpMouseDev|77592	OMIM|611782
ARX	ARX	1.57011E+00	0	Transcription factor	BrainSpLMD|170302;Eurexp|euxassay_018148|floor plate, floorplate, mantle layer, mesenchyme, ovary, pancreas, paramesonephric duct, skeletal muscle, tarsus, ventricle, ventricular layer;BrainSpMouseDev|11665	SFARI||Autism, No category;OMIM|300382;HPO|170302|Abnormal hair pattern, Abnormality of skin morphology, Abnormality of the hip bone, Agenesis of corpus callosum, Ambiguous genitalia, Broad alveolar ridges, Choreoathetosis, Coarse facial features, Cryptorchidism, Death in infancy, Decreased testicular size, Delayed speech and language development, Developmental regression, Diarrhea, Duane anomaly, Dysarthria, Dysphagia, Dyspnea, Dystonia, EEG abnormality, Epileptic encephalopathy, Feeding difficulties in infancy, Flexion contracture, Focal dystonia, Generalized hirsutism, Generalized hypotonia, Generalized myoclonic seizures, Gliosis, Global developmental delay, Hemiplegia, High forehead, High palate, Hirsutism, Hyperconvex nail, Hyperreflexia, Hypohidrosis, Hypoplasia of penis, Hypospadias, Hypsarrhythmia, Infantile spasms, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Large eyes, Limb dystonia, Limb joint contracture, Lissencephaly, Long philtrum, Long upper lip, Low anterior hairline, Low-set ears, Lower limb spasticity, Malabsorption, Microcephaly, Micrognathia, Micropenis, Muscle stiffness, Muscular hypotonia, Muscular hypotonia of the trunk, Myoclonus, Neonatal hypotonia, Nystagmus, Optic atrophy, Overlapping toe, Pachygyria, Profound global developmental delay, Prominent nasal bridge, Prominent supraorbital ridges, Protruding ear, Renal dysplasia, Rigidity, Scoliosis, Seizures, Severe global developmental delay, Short stature, Spastic tetraplegia, Spasticity, Specific learning disability, Status epilepticus, Strabismus, Synophrys, Tapered finger, Tetraplegia, Thin upper lip vermilion, Triangular face, Ventriculomegaly, Visual impairment, Wide anterior fontanel, Wide nasal bridge, X-linked inheritance, X-linked recessive inheritance
GAD1	GAD1	1.56738E+00	0	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
PCDH19	PCDH19	1.55194E+00	2.98E-06	Adhesion molecule	BrainSpMouseDev|93556	SFARI||Autism, No category;OMIM|300460;HPO|57526|Absence seizures, Aggressive behavior, Ataxia, Atonic seizures, Cutaneous photosensitivity, EEG abnormality, Febrile seizures, Focal clonic seizures, Focal seizures, Generalized myoclonic seizures, Generalized tonic-clonic seizures, Global developmental delay, Infantile onset, Intellectual disability, Muscular hypotonia, Neurodevelopmental delay, Obtundation status, Pschomotor retardation, Psychosis, Status epilepticus, Tremor, X-linked inheritance
RP11.588P7.1	RP11.588P7.1	1.52583E+00	0			
GRIA4	GRIA4	1.52047E+00	0	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
CDK14	CDK14	1.48520E+00	2.66E-07	Serine/threonine kinase	BrainSpLMD|5218;Eurexp|euxassay_007197|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, oesophagus, spinal cord, stroma, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa	OMIM|610679
PAM	PAM	1.47715E+00	1.11E-16	Enzyme: Oxygenase	BrainSpLMD|5066;Eurexp|euxassay_007685|atrium, axial skeleton, dorsal grey horn, dorsal root ganglion, extrinsic ocular muscle, eyelid, floorplate, glossopharyngeal IX, hindgut, incisor, inner ear, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 4 and 5, lip, mandible, mantle layer, maxilla, medulla, midgut, molar, neural retina, oesophagus, palatal shelf, pancreas, skeletal muscle, stomach, thyroid, trachea, trigeminal V, vagus X, ventricle, ventricular layer, vibrissa	OMIM|170270
PLS3	PLS3	1.44022E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
