id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
RP11.768G7.2	RP11.768G7.2	2.27582E+00	9.56E-09			
SP9	SP9	2.26900E+00	1.11E-16		BrainSpLMD|100131390;BrainSpMouseDev|120188	
BEST3	BEST3	2.19162E+00	4.37E-09	Integral membrane protein	BrainSpLMD|144453	OMIM|607337
TUSC7	TUSC7	2.17318E+00	3.97E-12			OMIM|616057
RNU6.1200P	RNU6.1200P	2.08284E+00	1.96E-09			
DACH2	DACH2	2.07169E+00	8.66E-11	Transcription factor;Cell cycle control protein	BrainSpLMD|117154;Eurexp|euxassay_009795|basal columns, bladder, ear, mantle layer, marginal layer, medullary stroma, renal/urinary system, tegmentum, urachus;BrainSpMouseDev|60489	OMIM|300608
RP11.588P7.2	RP11.588P7.2	2.05087E+00	4.62E-12			
LHX6	LHX6	2.03418E+00	0	Transcription factor	BrainSpLMD|26468;BrainSpMouseDev|16645	OMIM|608215
FNDC5	FNDC5	2.03109E+00	6.65E-08	Adhesion molecule	BrainSpLMD|252995;Eurexp|euxassay_011781|skeletal muscle	OMIM|611906
SIAH3	SIAH3	1.91838E+00	2.36E-09	Unclassified	BrainSpLMD|283514	OMIM|615609
TIAM1	TIAM1	1.86940E+00	4.22E-09	Guanine nucleotide exchange factor	BrainSpLMD|7074;Eurexp|euxassay_006321|epidermis, incisor, molar, naris, olfactory, submandibular gland primordium, thymus primordium, vibrissa;BrainSpMouseDev|21603	OMIM|600687
GRIA4	GRIA4	1.84101E+00	1.67E-15	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
PLS3	PLS3	1.80075E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
DGKB	DGKB	1.79136E+00	5.80E-07	Lipid Kinase	BrainSpLMD|1607;Eurexp|euxassay_009581|anterior abdominal wall, mantle layer, ventricular layer	OMIM|604070
RP11.588P7.1	RP11.588P7.1	1.73120E+00	0			
MOB3B	MOB3B	1.71894E+00	4.56E-05	Unclassified	BrainSpLMD|79817;Eurexp|euxassay_011555|incisor, molar	OMIM|617652
NKX2.1	NKX2.1	1.71620E+00	6.79E-09			
ARX	ARX	1.68372E+00	0	Transcription factor	BrainSpLMD|170302;Eurexp|euxassay_018148|floor plate, floorplate, mantle layer, mesenchyme, ovary, pancreas, paramesonephric duct, skeletal muscle, tarsus, ventricle, ventricular layer;BrainSpMouseDev|11665	SFARI||Autism, No category;OMIM|300382;HPO|170302|Abnormal hair pattern, Abnormality of skin morphology, Abnormality of the hip bone, Agenesis of corpus callosum, Ambiguous genitalia, Broad alveolar ridges, Choreoathetosis, Coarse facial features, Cryptorchidism, Death in infancy, Decreased testicular size, Delayed speech and language development, Developmental regression, Diarrhea, Duane anomaly, Dysarthria, Dysphagia, Dyspnea, Dystonia, EEG abnormality, Epileptic encephalopathy, Feeding difficulties in infancy, Flexion contracture, Focal dystonia, Generalized hirsutism, Generalized hypotonia, Generalized myoclonic seizures, Gliosis, Global developmental delay, Hemiplegia, High forehead, High palate, Hirsutism, Hyperconvex nail, Hyperreflexia, Hypohidrosis, Hypoplasia of penis, Hypospadias, Hypsarrhythmia, Infantile spasms, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Large eyes, Limb dystonia, Limb joint contracture, Lissencephaly, Long philtrum, Long upper lip, Low anterior hairline, Low-set ears, Lower limb spasticity, Malabsorption, Microcephaly, Micrognathia, Micropenis, Muscle stiffness, Muscular hypotonia, Muscular hypotonia of the trunk, Myoclonus, Neonatal hypotonia, Nystagmus, Optic atrophy, Overlapping toe, Pachygyria, Profound global developmental delay, Prominent nasal bridge, Prominent supraorbital ridges, Protruding ear, Renal dysplasia, Rigidity, Scoliosis, Seizures, Severe global developmental delay, Short stature, Spastic tetraplegia, Spasticity, Specific learning disability, Status epilepticus, Strabismus, Synophrys, Tapered finger, Tetraplegia, Thin upper lip vermilion, Triangular face, Ventriculomegaly, Visual impairment, Wide anterior fontanel, Wide nasal bridge, X-linked inheritance, X-linked recessive inheritance
