id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
RP11.768G7.2	RP11.768G7.2	2.42001E+00	1.29E-06			
LHX6	LHX6	2.25861E+00	0	Transcription factor	BrainSpLMD|26468;BrainSpMouseDev|16645	OMIM|608215
BZW1P2	BZW1P2	1.98841E+00	4.97E-10			
STXBP5L	STXBP5L	1.97392E+00	4.73E-10	Transport/cargo protein	Eurexp|euxassay_011926|mantle layer	OMIM|609381
SEPT7P6	SEPT7P6	1.97355E+00	4.92E-07			
FGD3	FGD3	1.82446E+00	5.06E-09	Guanine nucleotide exchange factor	BrainSpLMD|89846;Eurexp|euxassay_010184|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vestibulocochlear VIII	OMIM|617554
SP9	SP9	1.82350E+00	1.40E-12		BrainSpLMD|100131390;BrainSpMouseDev|120188	
WDR44	WDR44	1.80898E+00	0.009321214	Transport/cargo protein	BrainSpLMD|54521;Eurexp|euxassay_006374|skeletal muscle	
NKX2.1	NKX2.1	1.79694E+00	2.89E-10			
DLX6	DLX6	1.78094E+00	8.66E-15	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
BRINP2	BRINP2	1.77937E+00	0.000221273	Unclassified	BrainSpLMD|57795	
RP11.588P7.1	RP11.588P7.1	1.68817E+00	4.64E-10			
GRIA4	GRIA4	1.68479E+00	4.01E-06	Extracellular ligand gated channel	BrainSpLMD|2893;Eurexp|euxassay_006297|bladder, brain, cervical, cervico-thoracic, cortex, dorsal root ganglion, ductus deferens, facial VII, incisor, loop, medulla, metanephros, molar, neural retina, spinal cord, stomach, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|14578	OMIM|138246
SOX6	SOX6	1.65543E+00	4.39E-14	Transcription factor	BrainSpLMD|55553;BrainSpMouseDev|20441	OMIM|607257
RP11.384F7.2	RP11.384F7.2	1.64671E+00	3.65E-11			
DNAJB1	DNAJB1	1.62015E+00	2.59E-07	Heat shock protein	BrainSpLMD|3337	OMIM|604572;COSMIC||fibrolamellar hepatocellular carcinoma
PLS3	PLS3	1.60142E+00	0	Structural protein	BrainSpLMD|5358	OMIM|300131;HPO|5358|Osteopenia, Osteoporosis, Vertebral compression fractures, X-linked dominant inheritance
PLXNA4	PLXNA4	1.59634E+00	4.60E-12	Unclassified	BrainSpLMD|91584;Eurexp|euxassay_009720|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, thoracic, trigeminal V, vagus X;BrainSpMouseDev|89119	SFARI||Autism, 3 - Suggestive evidence;OMIM|604280
RP11.778D9.4	RP11.778D9.4	1.57251E+00	3.14E-05			
UTP23	UTP23	1.56365E+00	0.006582746	Unclassified	BrainSpLMD|84294	
GAD1	GAD1	1.51714E+00	1.22E-15	Enzyme: Decarboxylase	BrainSpLMD|2571;Eurexp|euxassay_005634|cerebral cortex, corpus striatum, hindbrain, incisor, mantle layer, marginal layer, molar, olfactory lobe, oral region, spinal cord, telencephalon;BrainSpMouseDev|14191	SFARI||Autism, 5 - Hypothesized but untested;OMIM|605363;HPO|2571|Autosomal recessive inheritance, Babinski sign, Cerebral palsy, Flexion contracture, Global developmental delay, Heterogeneous, Hyperreflexia, Infantile onset, Intellectual disability, Microcephaly, Scoliosis, Seizures, Spastic diplegia, Spastic tetraplegia
DLL1	DLL1	1.51697E+00	0.00038691	Calcium binding protein	BrainSpLMD|28514;Eurexp|euxassay_014876|anterior, calyces, diaphragm, extrinsic, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, intrinsic, marginal layer, midgut, olfactory, olfactory lobe, paraxial mesenchyme, rectum, rest of mesenchyme, retina, stomach, ventricular layer, vertebral axis muscle system, vibrissa;BrainSpMouseDev|13167	OMIM|606582
TUSC7	TUSC7	1.51283E+00	6.72E-06			OMIM|616057
IGF2BP1	IGF2BP1	1.51243E+00	0.008321941	RNA binding protein	BrainSpLMD|10642;Eurexp|euxassay_000116|capsule, cortex, lens, mesenchyme, metanephros, physiological umbilical hernia, retina	OMIM|608288
PDZRN4	PDZRN4	1.49518E+00	4.46E-13	Unclassified	BrainSpLMD|29951;Eurexp|euxassay_013149|axial skeleton, basioccipital bone, femur, fibula, humerus, mantle layer, phalanx, rib, scapula, tibia	OMIM|609730
ZSWIM5	ZSWIM5	1.47575E+00	4.00E-06	Unclassified		SFARI||Autism, 6 - Evidence does not support role
KLHL13	KLHL13	1.46364E+00	0.000105518	Cytoskeletal associated protein	BrainSpLMD|90293;Eurexp|euxassay_010975|diaphragm, footplate, handplate, mantle layer, paraxial mesenchyme, rest of mesenchyme, skeletal muscle, vertebral axis muscle system	OMIM|300655
ADAMTS5	ADAMTS5	1.44372E+00	9.07E-07	Metallo protease	BrainSpLMD|11096	OMIM|605007
RPL5P23	RPL5P23	1.44275E+00	0.008271815			
TET2	TET2	1.42006E+00	2.43E-08	Unclassified	BrainSpLMD|54790	SFARI||Autism, No category;OMIM|612839;COSMIC||MDS;HPO|54790|Abdominal pain, Abnormal platelet morphology, Acute leukemia, Amaurosis fugax, Angina pectoris, Arterial thrombosis, Arthralgia, Bruising susceptibility, Chest pain, Epistaxis, Fatigue, Gingival bleeding, Headache, Hepatomegaly, Increased megakaryocyte count, Myelodysplasia, Myelofibrosis, Myocardial infarction, Paresthesia, Prolonged bleeding time, Respiratory insufficiency, Somatic mutation, Splenomegaly, Tinnitus, Transient ischemic attack, Venous thrombosis, Vertigo, Weight loss
TMEM123	TMEM123	1.40938E+00	8.88E-16	Cell surface receptor	BrainSpLMD|114908	OMIM|606356
ARL4D	ARL4D	1.40844E+00	0.004813154	GTPase	BrainSpLMD|379	OMIM|600732
DLX2	DLX2	1.39404E+00	0	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
TTTY15	TTTY15	1.39350E+00	9.73E-09			
SKIDA1	SKIDA1	1.38409E+00	1.29E-05	Unclassified	BrainSpLMD|387640;Eurexp|euxassay_003843|alimentary system, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nervous system, renal/urinary system, reproductive system, respiratory system, sensory organ, skeleton, tail, vertebral axis muscle system, visceral organ	
DUSP10	DUSP10	1.36443E+00	0.001996049	Enzyme: Phosphatase;Enzyme: Phosphohydrolase	BrainSpLMD|11221	OMIM|608867
PNRC1	PNRC1	1.35873E+00	0.000116674	Unclassified	BrainSpLMD|10957	OMIM|606714
PPP4R2	PPP4R2	1.35598E+00	0.000444924	Serine/threonine phosphatase	BrainSpLMD|151987	OMIM|613822
MXD1	MXD1	1.34042E+00	0.000445238	Transcription regulatory protein	BrainSpLMD|4084;BrainSpMouseDev|16889	OMIM|600021
TMEM2	TMEM2	1.33578E+00	9.69E-10	Integral membrane protein	BrainSpLMD|23670	OMIM|605835
