id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
NEUROD4	NEUROD4	3.24412E+00	0	Transcription factor	BrainSpLMD|58158;Eurexp|euxassay_019457|intermediate grey horn, lung, neural retina, pineal primordium, pituitary, ventricular layer;BrainSpMouseDev|11709	OMIM|611635
ORC1	ORC1	3.20579E+00	1.12E-13	DNA binding protein	BrainSpLMD|4998	OMIM|601902;HPO|4998|Abnormality of epiphysis morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the ribs, Absent glenoid fossa, Absent sternal ossification, Anotia, Aplasia/Hypoplasia of the patella, Aplastic clavicles, Atresia of the external auditory canal, Autosomal recessive inheritance, Birth length less than 3rd percentile, Blepharophimosis, Breast hypoplasia, Breech presentation, Camptodactyly, Camptodactyly of finger, Cleft palate, Clinodactyly of the 5th finger, Clitoral hypertrophy, Clitoral hypoplasia, Craniosynostosis, Cryptorchidism, Cutaneous finger syndactyly, Delayed skeletal maturation, Elbow dislocation, Failure to thrive, Feeding difficulties, Feeding difficulties in infancy, Flat glenoid fossa, Frontal bossing, Gastroesophageal reflux, Genu valgum, Genu varum, Hearing impairment, Hemivertebrae, Heterogeneous, High palate, High, narrow palate, Hyperconvex nail, Hypoplasia of the maxilla, Hypoplastic labia majora, Hypoplastic labia minora, Incomplete partition of the cochlea type II, Intellectual disability, Intrauterine growth retardation, Joint contracture of the hand, Joint hyperflexibility, Joint laxity, Lateral clavicle hook, Long eyelashes, Low-set ears, Mandibular aplasia, Microcephaly, Microdontia, Micrognathia, Micropenis, Microtia, Microtia, third degree, Narrow mouth, Patellar aplasia, Pectus carinatum, Posteriorly rotated ears, Respiratory distress, Respiratory failure, Retrognathia, Severe short stature, Shawl scrotum, Short palm, Short palpebral fissure, Short ribs, Slender long bone, Small anterior fontanelle, Small for gestational age, Small hand, Strabismus, Talipes equinovarus, Thick lower lip vermilion, Thin ribs, Thin skin
RAD51AP1	RAD51AP1	2.97445E+00	0	DNA binding protein	BrainSpLMD|10635;Eurexp|euxassay_010685|ventricular layer	OMIM|603070
RWDD4	RWDD4	2.86495E+00	0.000115249	Unclassified	BrainSpLMD|201965	
MYBL2	MYBL2	2.78304E+00	0	Transcription factor	BrainSpLMD|4605;Eurexp|euxassay_002836|incisor, integumental system, lobe, marginal layer, skeleton, thymus primordium, ventricular layer, vibrissa;BrainSpMouseDev|17632	OMIM|601415
HIST1H1B	HIST1H1B	2.77205E+00	0	DNA binding protein	BrainSpLMD|3009;Eurexp|euxassay_012857|marginal layer, ventricular layer	OMIM|142711
DDX12P	DDX12P	2.75833E+00	1.50E-08	-		OMIM|601151
DIAPH3	DIAPH3	2.72645E+00	0	Unclassified	BrainSpLMD|81624;Eurexp|euxassay_012699|incisor, molar, pituitary, submandibular gland primordium, ventricular layer, vibrissa	SFARI||Autism, 5 - Hypothesized but untested;OMIM|614567;HPO|81624|Abnormal auditory evoked potentials, Abnormal speech discrimination, Absence of acoustic reflex, Autosomal dominant inheritance, Sensorineural hearing impairment
KIAA0101	KIAA0101	2.66902E+00	0			
RRM2	RRM2	2.63264E+00	0	Cell cycle control protein	BrainSpLMD|6241;Eurexp|euxassay_004733|footplate, handplate, hindbrain, leg, liver, lung, mantle layer, mesenchyme, metanephros, olfactory, retina, spinal cord, tail, ventricular layer, vibrissa	OMIM|180390
PTBP1	PTBP1	2.63169E+00	1.01E-08	Ribonucleoprotein	BrainSpLMD|5725	OMIM|600693
EOMES	EOMES	2.60613E+00	0	Transcription factor	BrainSpLMD|8320;BrainSpMouseDev|13591	OMIM|604615
CDCA5	CDCA5	2.51073E+00	0	Unclassified	BrainSpLMD|113130	OMIM|609374
CHAF1B	CHAF1B	2.50657E+00	1.11E-16	Chaperone	BrainSpLMD|8208;Eurexp|euxassay_005069|incisor, marginal layer, molar, submandibular gland primordium, thymus primordium, ventricular layer	OMIM|601245
NEUROG1	NEUROG1	2.48736E+00	2.00E-15	Transcription regulatory protein	BrainSpLMD|4762;Eurexp|euxassay_006581|olfactory, roof plate, ventricular layer;BrainSpMouseDev|17781	OMIM|601726
DTL	DTL	2.41302E+00	0	Unclassified	BrainSpLMD|51514;Eurexp|euxassay_012578|choroid plexus, ventricular layer	OMIM|610617
CDC45	CDC45	2.39048E+00	5.44E-15	Cell cycle control protein	BrainSpLMD|8318;Eurexp|euxassay_006791|choroid plexus, marginal layer, ventricular layer	OMIM|603465;HPO|8318|2-3 toe syndactyly, Abnormality of epiphysis morphology, Abnormality of the ribs, Anal atresia, Anal stenosis, Anotia, Aplasia/Hypoplasia of the patella, Aplastic clavicles, Arnold-Chiari type I malformation, Atresia of the external auditory canal, Atrial septal defect, Autosomal recessive inheritance, Bowing of the legs, Camptodactyly of finger, Choanal atresia, Cleft palate, Clinodactyly of the 5th finger, Clitoral hypertrophy, Clitoral hypoplasia, Clubbing, Complete atrioventricular canal defect, Craniosynostosis, Cryptorchidism, Decreased body weight, Delayed skeletal maturation, Duodenal stenosis, Failure to thrive, Feeding difficulties, Global developmental delay, Hearing impairment, High palate, High, narrow palate, Hypoplasia of the maxilla, Hypoplastic labia majora, Hypoplastic labia minora, Hypospadias, Intrauterine growth retardation, Joint hyperflexibility, Joint laxity, Low-set ears, Mandibular aplasia, Microcephaly, Micrognathia, Micropenis, Microtia, Microtia, third degree, Myopia, Narrow mouth, Patellar aplasia, Posteriorly rotated ears, Preaxial polydactyly, Progressive microcephaly, Proptosis, Pulmonary hypoplasia, Respiratory distress, Respiratory failure, Retrognathia, Sagittal craniosynostosis, Scoliosis, Severe short stature, Short stature, Slender long bone, Strabismus, Thin eyebrow, Urethral stricture, Ventricular septal defect, Vesicoureteral reflux, Wide anterior fontanel
SPC24	SPC24	2.33781E+00	0	Cell cycle control protein	BrainSpLMD|147841;Eurexp|euxassay_006353|ventricular layer	OMIM|609394
STXBP6	STXBP6	2.31837E+00	1.06E-10	Unclassified	BrainSpLMD|29091;Eurexp|euxassay_006760|axial skeleton, cortex, digit 1, digit 2, digit 3, digit 4, digit 5, femur, fibula, mantle layer, oesophagus, olfactory, paraxial mesenchyme, penis, rectum, tegmentum, tibia, ventricular layer, vibrissa;BrainSpMouseDev|85214	OMIM|607958
ZWINT	ZWINT	2.30782E+00	0	Cell cycle control protein	BrainSpLMD|11130;Eurexp|euxassay_009942|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, spinal cord, thoracic, trigeminal V, vagus X, valve, vestibulocochlear VIII	OMIM|609177
EEF1A1P19	EEF1A1P19	2.27094E+00	8.88E-15			
MELK	MELK	2.26534E+00	0	Serine/threonine kinase	BrainSpLMD|9833;Eurexp|euxassay_018584|4th ventricle, choroid plexus, clavicle, cortex, dorsal root ganglion, facial VII, fundus region, glossopharyngeal IX, hindgut, incisor, left, loop, lumen, mandible, mantle layer, maxilla, metanephros, midgut, molar, naris, olfactory, orbito-sphenoid, pancreas, rectum, renal/urinary system, respiratory, right, stomach, submandibular gland primordium, testis, thymus primordium, trigeminal V, urethra, vagus X, ventral grey horn, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ	OMIM|607025
DHFR	DHFR	2.23124E+00	0	Enzyme: Oxidoreductase		OMIM|126060;HPO|1719|Absence seizures, Ataxia, Autosomal recessive inheritance, Cerebral atrophy, Delayed myelination, Eyelid myoclonus, Feeding difficulties, Generalized hypotonia, Global developmental delay, Hepatomegaly, Jaundice, Megaloblastic anemia, Pallor, Pancytopenia, Poor head control, Postnatal microcephaly, Thrombocytopenia, Variable expressivity
MCM10	MCM10	2.21818E+00	0	DNA binding protein	BrainSpLMD|55388	OMIM|609357
EXO1	EXO1	2.19378E+00	3.33E-16	DNA exonuclease	BrainSpLMD|9156;Eurexp|euxassay_008408|anterior, bladder, cornea, epithelium, external, footplate, handplate, incisor, left lung, liver, mantle layer, marginal layer, metanephros, midgut, molar, nasal septum, naso-lacrimal duct, olfactory, pancreas, rest of mesenchyme, retina, right lung, skeletal muscle, stomach, submandibular gland primordium, thymus primordium, thyroid, trachea, urethra, ventricular layer, vertebral axis muscle system, vibrissa, vomeronasal organ	OMIM|606063
RWDD4P2	RWDD4P2	2.17729E+00	1.21E-05			
SPC25	SPC25	2.17416E+00	0	Cell cycle control protein	BrainSpLMD|57405;Eurexp|euxassay_000451|mantle layer, medulla oblongata, ventral grey horn, ventricular layer	OMIM|609395
KIF24	KIF24	2.16222E+00	1.87E-12	Motor protein	BrainSpLMD|347240	OMIM|613747
MCM2	MCM2	2.15224E+00	2.43E-14	DNA binding protein	BrainSpLMD|4171;Eurexp|euxassay_009158|brain, cardiovascular system, cavities and their linings, gland, integumental system, limb, mesenchyme, nerve, sensory organ, spinal cord, tail, ventricular layer, vertebral axis muscle system, visceral organ	OMIM|116945;HPO|4171|Autosomal dominant inheritance, Progressive sensorineural hearing impairment, Slow progression, Variable expressivity
CLSPN	CLSPN	2.13640E+00	0	Cell cycle control protein	BrainSpLMD|63967;Eurexp|euxassay_004199|ventricular layer	OMIM|605434
HIST1H2BF	HIST1H2BF	2.09026E+00	6.38E-10	DNA binding protein	BrainSpLMD|8343	OMIM|602804
MCM8	MCM8	2.06260E+00	1.23E-13	DNA binding protein	BrainSpLMD|84515;Eurexp|euxassay_005154|brain, central nervous system, incisor, lung, metanephros, molar, olfactory, retina, stomach, submandibular gland primordium, testis, thymus primordium, thyroid, tongue, vibrissa	OMIM|608187;HPO|84515|Autosomal recessive inheritance, Azoospermia, Decreased testicular size, Elevated circulating follicle stimulating hormone level, Elevated circulating luteinizing hormone level, Hypoplasia of the ovary, Hypothyroidism, Premature ovarian insufficiency, Primary amenorrhea
NUF2	NUF2	2.06143E+00	2.48E-13	Cytoskeletal associated protein;Cell cycle control protein	BrainSpLMD|83540	OMIM|611772
WDR5	WDR5	2.05666E+00	3.54E-07	Cell cycle control protein		OMIM|609012
CPLX2	CPLX2	2.02024E+00	3.93E-06	Unclassified	BrainSpLMD|10814	OMIM|605033
CENPM	CENPM	2.01475E+00	6.73E-11	Unclassified	BrainSpLMD|79019	OMIM|610152
DNAJC9	DNAJC9	2.01242E+00	2.41E-13	Chaperone	BrainSpLMD|23234;Eurexp|euxassay_001729|ventricular layer	OMIM|611206
PCNA	PCNA	2.01020E+00	0	Cell cycle control protein	BrainSpLMD|5111;Eurexp|euxassay_005732|diencephalon, hindbrain, mantle layer, marginal layer, midbrain, spinal cord, ventricular layer	OMIM|176740;HPO|5111|Ataxia, Autosomal recessive inheritance, Cerebellar atrophy, Conjunctival telangiectasia, Cutaneous photosensitivity, Dysarthria, Dysphagia, Global developmental delay, Muscle weakness, Neurodegeneration, Pes cavus, Photophobia, Progressive, Progressive muscle weakness, Short stature, Unsteady gait
WSCD1	WSCD1	2.00856E+00	3.89E-09	Integral membrane protein	BrainSpLMD|23302;Eurexp|euxassay_007047|anterior, brain, calyces, cardiac muscle, ductus deferens, incisor, inner ear, mesenchyme, molar, olfactory, optic II, pelvis, posterior, renal/urinary system, retina, spinal cord, thymus primordium, ureter, vagus X, vertebral axis muscle system, vomeronasal organ	
KIF15	KIF15	2.00317E+00	0	Cell cycle control protein	BrainSpLMD|56992	OMIM|617569
BRIP1	BRIP1	1.99523E+00	4.14E-10	DNA helicase	BrainSpLMD|83990;Eurexp|euxassay_013686|cochlea, marginal layer, ventricular layer	OMIM|605882;COSMIC||AML, leukaemia, breast;HPO|83990|Abnormality of chromosome stability, Abnormality of the fallopian tube, Almond-shaped palpebral fissure, Aplasia/Hypoplasia of the radius, Autosomal dominant inheritance, Autosomal recessive inheritance, Bone marrow hypocellularity, Breast carcinoma, Chromosomal breakage induced by crosslinking agents, Esophageal atresia, Global developmental delay, Heterogeneous, Hypopigmented skin patches, Intellectual disability, Irregular hyperpigmentation, Leukopenia, Microcephaly, Ovarian neoplasm, Postnatal growth retardation, Primary peritoneal carcinoma, Pyridoxine-responsive sideroblastic anemia, Scoliosis, Short palpebral fissure, Short stature, Thrombocytopenia, Tracheoesophageal fistula
ZNF726	ZNF726	1.99213E+00	9.56E-12			
BLM	BLM	1.98836E+00	4.55E-15	DNA binding protein	BrainSpLMD|641	OMIM|604610;COSMIC||leukaemia, lymphoma, skin squamous cell, other tumour types;HPO|641|Abnormality of chromosome stability, Agenesis of maxillary lateral incisor, Autosomal recessive inheritance, Azoospermia, Bronchiectasis, Cafe-au-lait spot, Chromosome breakage, Chronic lung disease, Clinodactyly of the 5th finger, Cryptorchidism, Cutaneous photosensitivity, Decreased fertility in females, Delayed skeletal maturation, Diarrhea, Dolichocephaly, Erythema, Facial telangiectasia in butterfly midface distribution, Hand polydactyly, High pitched voice, Hypertrichosis, Hypoplasia of the zygomatic bone, IgA deficiency, IgG deficiency, IgM deficiency, Intrauterine growth retardation, Leukemia, Lymphoma, Malar flattening, Microcephaly, Narrow face, Postnatal growth retardation, Prominent nose, Protruding ear, Recurrent respiratory infections, Short nose, Short stature, Sinusitis, Specific learning disability, Spotty hyperpigmentation, Spotty hypopigmentation, Squamous cell carcinoma, Syndactyly, Type II diabetes mellitus
PPP1R17	PPP1R17	1.98661E+00	0	Unclassified	BrainSpLMD|10842;Eurexp|euxassay_003055|cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, neural retina, stroma, thoracic, trigeminal V, vestibulocochlear VIII	OMIM|604088
HIST1H4C	HIST1H4C	1.98557E+00	0	DNA binding protein	BrainSpLMD|8364	OMIM|602827
RNASEH2A	RNASEH2A	1.96423E+00	2.52E-13	Ribonuclease	BrainSpLMD|10535	OMIM|606034;HPO|10535|Arrhinencephaly, Autosomal recessive inheritance, CSF lymphocytic pleiocytosis, Cerebellar atrophy, Cerebral atrophy, Cerebral calcification, Cleft eyelid, Convex nasal ridge, Death in childhood, Dystonia, Elevated hepatic transaminases, Feeding difficulties, Hemiplegia/hemiparesis, Hepatomegaly, Hepatosplenomegaly, Hydrocephalus, Infantile onset, Intellectual disability, profound, Intrauterine growth retardation, Leukodystrophy, Low-set ears, Pancytopenia, Porencephalic cyst, Progressive microcephaly, Severe global developmental delay, Spasticity, Splenomegaly, Thrombocytopenia, Ventriculomegaly
CELSR1	CELSR1	1.95910E+00	9.65E-06	G protein coupled receptor	BrainSpLMD|9620;BrainSpMouseDev|12399	OMIM|604523
CENPN	CENPN	1.95775E+00	0	Unclassified	BrainSpLMD|55839	OMIM|611509
MASTL	MASTL	1.95324E+00	6.58E-10	Unclassified	BrainSpLMD|84930;Eurexp|euxassay_000091|liver, otic capsule, thymus primordium, tooth	OMIM|608221;HPO|84930|Autosomal dominant inheritance, Bruising susceptibility, Thrombocytopenia
FAM111A	FAM111A	1.94924E+00	0	Unclassified	BrainSpLMD|63901;Eurexp|euxassay_011616|lobe, mandible, maxilla, orbito-sphenoid, thymus primordium, thyroid, ventricular layer	OMIM|615292;HPO|63901|Abnormality of the medullary cavity of the long bones, Anemia, Aniridia, Ankyloglossia, Ascites, Autosomal dominant inheritance, Basal ganglia calcification, Brachydactyly, Congenital cataract, Delayed closure of the anterior fontanelle, Failure to thrive, Flared metaphysis, Global developmental delay, Hydrocephalus, Hypermetropia, Hypocalcemia, Hypoparathyroidism, Hypoplastic spleen, Increased bone mineral density, Macrocephaly, Micropenis, Microphthalmia, Papilledema, Prominent forehead, Retinal calcification, Seizures, Severe short stature, Short stature, Slender long bone, Small for gestational age, Thickened cortex of long bones, Transient hypophosphatemia
HIST1H1A	HIST1H1A	1.94495E+00	0	DNA binding protein	BrainSpLMD|3024	OMIM|142709
HEG1	HEG1	1.94358E+00	2.22E-08	Calcium binding protein	BrainSpLMD|57493;Eurexp|euxassay_005510|ventricular layer	OMIM|614182
C21orf58	C21orf58	1.93366E+00	2.76E-11	Unclassified	BrainSpLMD|54058	
PLK4	PLK4	1.92501E+00	2.03E-13	Serine/threonine kinase	BrainSpLMD|10733;Eurexp|euxassay_003979|Meckel's cartilage, clavicle, cranium, rib, turbinate	OMIM|605031;HPO|10733|Abnormality of dental enamel, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the eyelashes, Absent earlobe, Anteverted nares, Aplasia/Hypoplasia of the cerebellum, Autosomal recessive inheritance, Biparietal narrowing, Cachexia, Cataract, Cerebellar atrophy, Cerebral atrophy, Cerebral cortical atrophy, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Congenital onset, Convex nasal ridge, Cortical gyral simplification, Craniosynostosis, Delayed skeletal maturation, Downslanted palpebral fissures, Glaucoma, Global developmental delay, Hip dysplasia, Hypertonia, Intellectual disability, Intrauterine growth retardation, Joint hyperflexibility, Microcephaly, Microcornea, Micrognathia, Microphthalmia, Mild global developmental delay, Narrow face, Nystagmus, Optic atrophy, Pointed chin, Prematurely aged appearance, Protruding ear, Reduced number of teeth, Sandal gap, Scoliosis, Seizures, Short stature, Sloping forehead, Sparse scalp hair, Strabismus, Visual impairment, Wide nasal bridge
CENPK	CENPK	1.92104E+00	0	Unclassified	BrainSpLMD|64105	OMIM|611502
DHFRP1	DHFRP1	1.90458E+00	1.60E-12			
ZW10	ZW10	1.88049E+00	1.33E-08	Cell cycle control protein	BrainSpLMD|9183	OMIM|603954
RP11.206F17.2	RP11.206F17.2	1.87951E+00	6.76E-06			
E2F2	E2F2	1.87096E+00	2.55E-15	Transcription factor	BrainSpLMD|1870;BrainSpMouseDev|88998	OMIM|600426
