id	symbol	avg_diff|float	p_val|float	_hprdClass	_expr	_geneLists
NEUROD4	NEUROD4	3.15200E+00	0	Transcription factor	BrainSpLMD|58158;Eurexp|euxassay_019457|intermediate grey horn, lung, neural retina, pineal primordium, pituitary, ventricular layer;BrainSpMouseDev|11709	OMIM|611635
EOMES	EOMES	2.77725E+00	0	Transcription factor	BrainSpLMD|8320;BrainSpMouseDev|13591	OMIM|604615
NHLH1	NHLH1	2.66245E+00	0	Transcription factor	BrainSpLMD|4807;Eurexp|euxassay_003709|dorsal root ganglion, glossopharyngeal IX, marginal layer, meninges, neural retina, olfactory, stroma, trigeminal V, ventricular layer;BrainSpMouseDev|17838	OMIM|162360
TTYH2	TTYH2	2.59366E+00	4.71E-13	Unclassified	BrainSpLMD|94015;Eurexp|euxassay_010129|brain, meninges, mesenchyme, spinal cord, ventricular layer	OMIM|608855
PPP1R17	PPP1R17	2.55372E+00	0	Unclassified	BrainSpLMD|10842;Eurexp|euxassay_003055|cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, neural retina, stroma, thoracic, trigeminal V, vestibulocochlear VIII	OMIM|604088
SSTR2	SSTR2	2.36885E+00	0	G protein coupled receptor	BrainSpLMD|6752;BrainSpMouseDev|20368	OMIM|182452
CA12	CA12	2.30267E+00	0	Enzyme: Carbonic anhydrase	BrainSpLMD|771;Eurexp|euxassay_018906|choroid plexus, clavicle, epithelium, incisor, molar, nasal septum, olfactory, oral epithelium, submandibular gland primordium, vibrissa	OMIM|603263;HPO|771|Autosomal dominant inheritance, Autosomal recessive inheritance, Dehydration, Failure to thrive, Feeding difficulties, Hyperkalemia, Hyponatremia, Infantile onset
SMOC1	SMOC1	2.27784E+00	1.19E-07	Extracellular matrix protein;Calcium binding protein	BrainSpLMD|64093;Eurexp|euxassay_003378|aorta, axial muscle, axial skeleton, cochlea, dorsal grey horn, hyoid bone, mantle layer, marginal layer, medulla, medullary region, meninges, mesenchyme, metatarsus, naris, nasal septum, pancreas, phalanx, saccule, thyroid, turbinate bones, ventral grey horn, ventricle, ventricular layer	OMIM|608488;HPO|64093|Abnormal form of the vertebral bodies, Abnormality of the cardiovascular system, Abnormality of the eyebrow, Abnormality of the hair, Abnormality of the metacarpal bones, Anophthalmia, Autosomal recessive inheritance, Bilateral single transverse palmar creases, Blepharophimosis, Camptodactyly of 2nd-5th fingers, Cleft palate, Cleft upper lip, Clinodactyly of the 5th finger, Deep philtrum, Depressed nasal bridge, Downslanted palpebral fissures, Failure to thrive, Fibular hypoplasia, Finger syndactyly, Flared nostrils, Foot oligodactyly, Frontal bossing, Fused fourth and fifth metacarpals, Hand oligodactyly, High palate, Hip dislocation, Hypoplasia of the maxilla, Intellectual disability, Intellectual disability, moderate, Intellectual disability, severe, Large earlobe, Low-set ears, Low-set, posteriorly rotated ears, Microphthalmia, Optic atrophy, Postaxial foot polydactyly, Postaxial hand polydactyly, Posteriorly rotated ears, Postnatal growth retardation, Prominent forehead, Retrognathia, Sandal gap, Short nose, Short palpebral fissure, Short stature, Short tibia, Single transverse palmar crease, Synostosis of carpal bones, Talipes equinovarus, Tarsal synostosis, Tibial bowing, Toe syndactyly, True anophthalmia
FOXP4	FOXP4	2.12383E+00	1.00E-08	DNA binding protein	BrainSpLMD|116113;Eurexp|euxassay_001657|axial skeleton, basioccipital bone, basisphenoid bone, mantle layer, mesenchyme, orbito-sphenoid, pectoral girdle and thoracic body wall, rib, stomach, turbinate, ventral grey horn, ventricular layer;BrainSpMouseDev|49964	OMIM|608924
GPRC5B	GPRC5B	2.05961E+00	1.34E-06	G protein coupled receptor	BrainSpLMD|51704;BrainSpMouseDev|40898	OMIM|605948
TMEM158	TMEM158	2.01572E+00	0	Unclassified	BrainSpLMD|25907	
CPEB2	CPEB2	1.97266E+00	1.35E-08	RNA binding protein	BrainSpLMD|132864	OMIM|610605
PENK	PENK	1.88039E+00	0	Peptide hormone	BrainSpLMD|5179;BrainSpMouseDev|18385	OMIM|131330
SLC39A11	SLC39A11	1.80844E+00	2.41E-09	Membrane transport protein	BrainSpLMD|201266	SFARI||Autism, No category;OMIM|616508
PREX1	PREX1	1.76732E+00	8.07E-08	Guanine nucleotide exchange factor	BrainSpLMD|57580;Eurexp|euxassay_007998|femur, humerus, mandible, mantle layer, marginal layer, maxilla, orbito-sphenoid, palatal shelf, rib, ventricular layer	SFARI||Autism, 3 - Suggestive evidence;OMIM|606905
RASGRP1	RASGRP1	1.75606E+00	6.37E-08	Guanine nucleotide exchange factor	BrainSpLMD|10125;Eurexp|euxassay_005719|mantle layer, olfactory, olfactory lobe	OMIM|603962
SCRT2	SCRT2	1.74663E+00	1.22E-11	Transcription regulatory protein	BrainSpLMD|85508;Eurexp|euxassay_016519|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, neural retina, trigeminal V, ventricular layer, vestibulocochlear VIII	
NRN1	NRN1	1.70220E+00	1.74E-14	Secreted polypeptide	BrainSpLMD|51299;Eurexp|euxassay_003207|bladder, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, lobe, mantle layer, marginal layer, mesenchyme, midgut, penis, physiological umbilical hernia, rectum, stroma, trigeminal V, urethra, ventricular layer, vestibulocochlear VIII;BrainSpMouseDev|44246	OMIM|607409
HNRNPA1P41	HNRNPA1P41	1.69585E+00	0			
RBFOX3	RBFOX3	1.64570E+00	0.000175399			OMIM|616999
SLC17A6	SLC17A6	1.61097E+00	4.40E-11	Membrane transport protein	BrainSpLMD|57084;Eurexp|euxassay_004371|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, mesenchyme, neural retina, olfactory, spinal cord, stroma, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|80230	OMIM|607563
ZNF423	ZNF423	1.60866E+00	1.24E-11	DNA binding protein	BrainSpLMD|23090	OMIM|604557;HPO|23090|Apnea, Ataxia, Autistic behavior, Autosomal dominant inheritance, Autosomal recessive inheritance, Biparietal narrowing, Blindness, Cerebellar vermis hypoplasia, Chorioretinal coloboma, Global developmental delay, Intellectual disability, Iris coloboma, Long face, Low-set, posteriorly rotated ears, Molar tooth sign on MRI, Muscular hypotonia, Nephronophthisis, Nephropathy, Nystagmus, Phenotypic variability, Polycystic kidney dysplasia, Ptosis, Retinal dystrophy, Tachypnea
NFIC	NFIC	1.60829E+00	1.35E-05	Transcription factor	BrainSpLMD|4782;Eurexp|euxassay_008959|mesenchyme;BrainSpMouseDev|17796	OMIM|600729
SEZ6	SEZ6	1.56013E+00	0	Integral membrane protein	BrainSpLMD|124925	OMIM|616666
ZXDC	ZXDC	1.54190E+00	0.000424694	Unclassified	BrainSpLMD|79364	OMIM|615746
C6orf203	C6orf203	1.51190E+00	0.005964192	Unclassified	BrainSpLMD|51250	
KCNN3	KCNN3	1.51137E+00	1.66E-09	Intracellular ligand gated channel	BrainSpLMD|3782	OMIM|602983
ZNF74	ZNF74	1.50254E+00	0.004505395	RNA binding protein	BrainSpLMD|7625	OMIM|194548
LINC00883	LINC00883	1.50114E+00	7.46E-07			
CHRDL1	CHRDL1	1.49046E+00	3.56E-09	Secreted polypeptide	BrainSpLMD|91851	OMIM|300350
ILKAP	ILKAP	1.47631E+00	0.002758624	Serine/threonine phosphatase	BrainSpLMD|80895	
LINC01105	LINC01105	1.45651E+00	8.93E-10		BrainSpLMD|150622	
AGO1	AGO1	1.45406E+00	4.61E-09	Translation regulatory protein	BrainSpLMD|26523;Eurexp|euxassay_012863|facial VII, incisor, mantle layer, marginal layer, molar, neural retina, olfactory, trigeminal V, ventricular layer	OMIM|606228
PIP5K1A	PIP5K1A	1.44385E+00	0.002422826	Lipid Kinase	BrainSpLMD|8394;Eurexp|euxassay_018593|incisor, vibrissa	OMIM|603275
NKAIN3	NKAIN3	1.43735E+00	0.000129225	Unclassified	BrainSpLMD|286183	OMIM|612872
KIF26B	KIF26B	1.43260E+00	1.16E-10	Unclassified	BrainSpLMD|55083;Eurexp|euxassay_016415|dorsal root ganglion, extrinsic ocular muscle, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, mantle layer, metanephros, nasal septum, penis, trigeminal V, ventral grey horn	OMIM|614026
CDK2AP1	CDK2AP1	1.42473E+00	5.62E-09	Unclassified	BrainSpLMD|8099	OMIM|602198
DUOX1	DUOX1	1.41848E+00	1.84E-06	Enzyme: Peroxidase	BrainSpLMD|53905	OMIM|606758
