source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources
AKT1,CHUK,True,True,False,True,True,False,28,BioGRID:10485711;BioGRID:11278366;BioGRID:15710601;BioGRID:15800029;CancerCellMap:10485710;ELM:10485710;HPRD-phos:10485710;HPRD:10485710;InnateDB:10485710;KEA:10485710;KEA:12048203;KEA:17570479;KEA:18515365;Lit-BM-17:10485710;Lit-BM-17:10485711;Lit-BM-17:11278366;Lit-BM-17:15710601;Lit-BM-17:15800029;Lit-BM-17:25241761;NetPath:17660512;ProtMapper:10485710;ProtMapper:19609947;SIGNOR:19609947;SPIKE:19442713;dbPTM:10485710;dbPTM:19088076;iPTMnet:10485710;iPTMnet:19609947,BioGRID;CancerCellMap;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetPath;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Wang;dbPTM;iPTMnet;phosphoELM_MIMP,post_translational,10485710;10485711;11278366;12048203;15710601;15800029;17570479;17660512;18515365;19088076;19442713;19609947;25241761,13,28,17
RBL1,E2F4,True,True,False,False,False,False,21,CancerCellMap:12150994;CancerCellMap:7958925;CancerCellMap:8643455;CancerCellMap:9144196;DIP:9724731;HPRD:11573202;HPRD:12150994;HPRD:8643455;Lit-BM-17:12150994;Lit-BM-17:16360038;Lit-BM-17:17671431;Lit-BM-17:7958924;Lit-BM-17:7958925;Lit-BM-17:8657117;Lit-BM-17:9501179;Lit-BM-17:9724731;Lit-BM-17:9858615;NetPath:12150994;NetPath:7958925;NetPath:8643455;SPIKE:15838517,CancerCellMap;DIP;HPRD;Lit-BM-17;NetPath;SPIKE;Wang,post_translational,11573202;12150994;15838517;16360038;17671431;7958924;7958925;8643455;8657117;9144196;9501179;9724731;9858615,13,7,7
E2F4,RBL1,True,False,True,True,False,True,22,ACSN:10766737;ACSN:16135806;CancerCellMap:12150994;CancerCellMap:7958925;CancerCellMap:8643455;CancerCellMap:9144196;DIP:9724731;HPRD:11573202;HPRD:12150994;HPRD:8643455;Lit-BM-17:12150994;Lit-BM-17:16360038;Lit-BM-17:17671431;Lit-BM-17:7958924;Lit-BM-17:7958925;Lit-BM-17:8657117;Lit-BM-17:9501179;Lit-BM-17:9724731;Lit-BM-17:9858615;NetPath:12150994;NetPath:7958925;NetPath:8643455,ACSN;CancerCellMap;DIP;HPRD;Lit-BM-17;NetPath;Wang,post_translational,10766737;11573202;12150994;16135806;16360038;17671431;7958924;7958925;8643455;8657117;9144196;9501179;9724731;9858615,14,7,7
RBL2,E2F4,True,True,False,True,True,False,18,CancerCellMap:8657117;CancerCellMap:9144196;HPRD:11573202;HPRD:17159899;IntAct:17531812;IntAct:20133863;Lit-BM-17:12006580;Lit-BM-17:16600870;Lit-BM-17:17159899;Lit-BM-17:17531812;Lit-BM-17:17671431;Lit-BM-17:22002537;Lit-BM-17:23108140;Lit-BM-17:9121766;Lit-BM-17:9858615;NetPath:8657117;NetPath:9858615;SPIKE:15838517,CancerCellMap;HPRD;IntAct;Lit-BM-17;NetPath;SPIKE;Wang,post_translational,11573202;12006580;15838517;16600870;17159899;17531812;17671431;20133863;22002537;23108140;8657117;9121766;9144196;9858615,14,7,7
BACE2,APP,True,True,False,True,True,False,15,HPRD-phos:10936190;HPRD-phos:15178331;HPRD-phos:8764598;HPRD:10605825;HPRD:10931940;HPRD:10936190;HPRD:15178331;HPRD:8764598;KEA:10936190;KEA:15178331;KEA:8764598;SPIKE:20418918;iPTMnet:10936190;iPTMnet:15178331;iPTMnet:8764598,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;SPIKE;Wang;iPTMnet;phosphoELM_MIMP,post_translational,10605825;10931940;10936190;15178331;20418918;8764598,6,12,7
CDK2,MYC,True,True,False,True,True,False,13,KEA:17570479;ProtMapper:20445224;ProtMapper:22348395;ProtMapper:27653698;ProtMapper:29896817;SPIKE:19966300;dbPTM:15103331;dbPTM:17081983;dbPTM:17558397;dbPTM:18669648;dbPTM:19966300;dbPTM:20713526;dbPTM:8386367,KEA;NetworKIN_KEA;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SPIKE;Sparser_ProtMapper;dbPTM,post_translational,15103331;17081983;17558397;17570479;18669648;19966300;20445224;20713526;22348395;27653698;29896817;8386367,12,8,4
TRRAP,MYC,True,True,False,True,True,False,9,BioGRID:11511539;DIP:12660246;DIP:9708738;HPRD:9708738;IntAct:17353931;IntAct:9708738;SPIKE:12660246;SPIKE:17145710;SPIKE:20194507,BioGRID;DIP;HPRD;IntAct;PhosphoPoint;SPIKE;Wang,post_translational,11511539;12660246;17145710;17353931;20194507;9708738,6,7,7
PAK1,PXN,True,True,False,True,True,False,17,Adhesome:10330411;Adhesome:11096073;Adhesome:14580336;CA1:11096073;HPRD:10330411;PhosphoSite:16717130;PhosphoSite:18986306;ProtMapper:16717130;ProtMapper:23317503;ProtMapper:25472536;ProtMapper:26598620;ProtMapper:27542844;ProtMapper:28214467;SIGNOR:16717130;SPIKE:16717130;SPIKE:17440071;iPTMnet:16717130,Adhesome;CA1;HPRD;PhosphoPoint;PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet,post_translational,10330411;11096073;14580336;16717130;17440071;18986306;23317503;25472536;26598620;27542844;28214467,11,15,10
HRAS,TIAM1,True,True,False,True,True,False,9,ACSN:12134164;ACSN:7673236;ACSN:9069260;Adhesome:12134164;Adhesome:16203995;HPRD:12134164;InnateDB:12134164;SPIKE:12134164;SPIKE:18568040,ACSN;Adhesome;HPRD;InnateDB;SPIKE;Wang,post_translational,12134164;16203995;18568040;7673236;9069260,5,6,6
TIAM1,HRAS,True,True,False,False,False,False,4,Adhesome:12134164;Adhesome:16203995;HPRD:12134164;InnateDB:12134164,Adhesome;HPRD;InnateDB;Wang,post_translational,12134164;16203995,2,4,4
